study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
Lyon Diet Heart,Diet Trials,Mediterranean diet,Control diet,302,303,14,44,0.046357615894039736,0.14521452145214522,0.31923540036122816,-1.141826516168503,0.2958787857293847,1999,54.0,90.0,46,"LANDMARK lifestyle trial. Post-MI patients. Mediterranean diet (↑MUFA, α-linolenic acid, ↓saturated fat). Composite CV events reduced 72% (4.6% vs 14.5%, p=0.0001). One of largest CV risk reductions ever - from DIET alone! French trial."
PREDIMED,Diet Trials,Mediterranean diet + EVOO or nuts,Low-fat diet,4282,2454,164,109,0.03829985987856142,0.044417277913610435,0.8622739095595386,-0.14818229828371676,0.12095800597206552,2013,67.0,43.0,58,"Primary prevention in high-risk patients. MedDiet + extra-virgin olive oil or nuts reduced MACE 30% (HR 0.70, p<0.001). RETRACTED 2018 (randomization issues), re-analyzed 2018 - findings held. Landmark trial proving diet prevents CV events."
WHI Dietary Modification,Diet Trials,Low-fat diet (<20% calories),Usual diet,19541,29294,1000,1549,0.05117445371270662,0.052877722400491566,0.967788539096209,-0.03274166691642253,0.03950021082388538,2006,62.0,0.0,98,"Women's Health Initiative. LARGEST diet trial ever: 48,835 postmenopausal women. Low-fat diet: NO reduction in CHD (HR 0.98, p=0.63), stroke (HR 1.02), or CV events. Weight loss minimal (1kg). Showed low-fat alone insufficient."
DASH,Diet Trials,"DASH diet (↑fruits, vegetables, low-fat dairy)",Control diet,133,133,8,18,0.06015037593984962,0.13533834586466165,0.4444444444444444,-0.8109302162163288,0.4068389872794803,1997,45.0,56.0,2,"Dietary Approaches to Stop Hypertension. DASH diet reduced SBP 5.5mmHg vs control (p<0.001), 11.4mmHg in hypertensives. Became foundation for dietary recommendations. Short-term trial, BP as outcome (not hard CV events)."
CORDIOPREV,Diet Trials,Mediterranean diet,Low-fat diet,502,500,87,111,0.17330677290836655,0.222,0.7806611392268763,-0.24761410392728783,0.12849603110626517,2022,59.0,83.0,84,"Coronary Diet Intervention with Olive oil and cardiovascular PREVention. Post-MI or revascularization. Mediterranean diet reduced MACE 28% vs low-fat (HR 0.72, p=0.039). Long-term (7yr) follow-up. Confirmed Lyon findings."
OmniHeart,Diet Trials,Protein or MUFA diet,DASH carbohydrate diet,82,82,4,8,0.04878048780487805,0.0975609756097561,0.5,-0.6931471805599453,0.5921230920151324,2005,51.0,45.0,2,Optimal Macro-Nutrient Intake Heart. Crossover trial. Partial substitution of carbs with protein or MUFA improved BP and lipids beyond DASH. Showed not just food groups but macronutrient composition matters.
Portfolio Diet,Diet Trials,"Portfolio diet (plant sterols, soy, nuts, viscous fiber)",Low-saturated fat diet,66,67,3,9,0.045454545454545456,0.13432835820895522,0.3383838383838384,-1.0835744113035692,0.6437138775563263,2011,59.0,47.0,6,"Portfolio Dietary Pattern. Hyperlipidemia patients. Portfolio diet reduced LDL 13% vs control, similar to low-dose statin. Plant-based diet can substantially lower LDL without drugs. Canadian trial."
DIRECT,Diet Trials,Mediterranean or low-carb diet,Low-fat diet,163,81,12,10,0.0736196319018405,0.12345679012345678,0.5963190184049081,-0.5169794893403687,0.4060205475044758,2008,52.0,86.0,24,"Dietary Intervention Randomized Controlled Trial. Obese patients. Low-carb most effective for weight loss (-5.5kg), Mediterranean best for glycemic control in diabetes. Low-fat least effective (-3.3kg). Challenged low-fat dogma."
Cardiac Rehab Meta-analysis,Exercise Trials,Exercise-based cardiac rehabilitation,Usual care,4355,4198,370,468,0.08495981630309989,0.11148165793234874,0.7620968137615669,-0.2716816791854015,0.06611826558157517,2016,56.0,85.0,12,"Cochrane meta-analysis of 63 trials, 14,486 CAD patients. Cardiac rehab reduced CV death 26% (HR 0.74, p<0.001), all-cause death 13%, MI 23%. Established cardiac rehab as Class I recommendation post-MI."
HF-ACTION,Exercise Trials,Aerobic exercise training,Usual care + education,1159,1172,759,796,0.6548748921484038,0.6791808873720137,0.9642127809019211,-0.036443281651546956,0.029287358591046822,2009,59.0,72.0,30,"Heart Failure: A Controlled Trial Investigating Outcomes of exercise training. HFrEF with EF≤35%. Death/hosp marginally reduced (HR 0.93, p=0.13 NS primary; p=0.03 adjusted). QOL improved. Showed exercise safe in HF but modest clinical benefit."
ExTraMATCH,Exercise Trials,Exercise training,Usual care,395,400,44,68,0.11139240506329114,0.17,0.6552494415487713,-0.42273928905098557,0.1800041930361447,2004,61.0,82.0,24,"Exercise Training Meta-Analysis of Trials in Chronic Heart Failure. Meta-analysis of 9 trials, 801 HF patients. Exercise reduced death 35% (11% vs 17%, p=0.015), HF hosp 28%. Confirmed exercise benefit in HF."
