study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
PARADIGM-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,4187,4212,914,1117,0.21829472175782183,0.26519468186134854,0.8231489418477579,-0.19461812038032789,0.03889853030197179,2014,64.0,78.0,27,"HFrEF, ARNI superior to ACE-I by 20%"
PIONEER-HF,HF Novel Therapies,Sacubitril-valsartan,Enalapril,440,441,80,91,0.18181818181818182,0.20634920634920634,0.8811188811188811,-0.12656272330842924,0.1376543134817743,2019,61.0,73.0,2,"Hospitalized HF, ARNI safe and effective"
SHIFT,HF Novel Therapies,Ivabradine,Placebo,3241,3264,793,937,0.24467756865165072,0.28707107843137253,0.8523239958153553,-0.15978854766112396,0.04139263960165757,2010,60.0,76.0,23,"HFrEF with HR ≥70, reduces CV death/HF hosp by 18%"
SIGNIFY,HF Novel Therapies,Ivabradine,Placebo,9550,9552,606,571,0.06345549738219895,0.05977805695142378,1.0615182329155244,0.05970017857091167,0.05649846318686675,2014,65.0,77.0,28,"CAD without HF - NO BENEFIT, possible harm"
DIG,HF Novel Therapies,Digoxin,Placebo,3889,3882,1181,1194,0.30367703779892,0.3075734157650695,0.9873318766628205,-0.012749048181976695,0.03419833771883112,1997,64.0,78.0,37,"HFrEF, no mortality benefit but reduced hospitalization"
RADIANCE,HF Novel Therapies,Digoxin continued,Digoxin withdrawn,85,93,14,39,0.16470588235294117,0.41935483870967744,0.3927601809954751,-0.9345560798514484,0.2730424930577677,1993,60.0,84.0,3,"HFrEF on ACE-I, withdrawal worsens HF"
VICTORIA,HF Novel Therapies,Vericiguat,Placebo,2526,2524,897,972,0.35510688836104515,0.38510301109350237,0.9221088335630432,-0.08109202165097552,0.03676349349544345,2020,67.0,76.0,11,"Worsening HFrEF, soluble guanylate cyclase stimulator, 10% benefit"
GALACTIC-HF,HF Novel Therapies,Omecamtiv mecarbil,Placebo,4120,4112,1523,1607,0.36966019417475726,0.39080739299610895,0.9458884371167404,-0.05563064805092187,0.028159674107179306,2020,65.0,77.0,22,"HFrEF, cardiac myosin activator, modest 8% benefit"
V-HeFT I,HF Novel Therapies,Hydralazine-nitrate,Placebo,273,273,88,112,0.32234432234432236,0.41025641025641024,0.7857142857142858,-0.24116205681688796,0.11386922528146252,1986,58.0,100.0,29,"HFrEF, early mortality benefit with vasodilators"
A-HeFT,HF Novel Therapies,Hydralazine-nitrate,Placebo,518,532,43,73,0.08301158301158301,0.13721804511278196,0.6049611255090707,-0.5025910783726675,0.1820556039012599,2004,57.0,61.0,10,"African Americans with HFrEF, significant benefit"
