study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
SPRINT,BP Targets,Intensive (<120 mmHg),Standard (<140 mmHg),4678,4683,243,319,0.05194527575887131,0.06811872731155243,0.7625696751686343,-0.2710613974048788,0.08259974381712017,2015,68.0,65.0,39,"Non-diabetic, high CV risk, SBP target <120 vs <140"
ACCORD-BP,BP Targets,Intensive (<120 mmHg),Standard (<140 mmHg),2362,2371,208,237,0.08806096528365792,0.09995782370307887,0.8809812180909407,-0.12671897212571528,0.09045423481396117,2010,62.0,53.0,56,"Type 2 diabetes, intensive BP lowering"
SPS3,BP Targets,Lower target (130/80),Higher target (130-149/80-89),1519,1500,125,138,0.08229098090849243,0.092,0.8944671837879613,-0.11152706336037485,0.11798890751956134,2013,63.0,63.0,42,Recent lacunar stroke
JATOS,BP Targets,Strict (<140 mmHg),Mild (140-160 mmHg),2063,2045,154,165,0.07464857004362578,0.08068459657701711,0.9251898529649377,-0.07775631608130124,0.10761219273293836,2008,74.0,44.0,24,"Japanese elderly, aged 65-85"
VALISH,BP Targets,Strict (<140 mmHg),Moderate (140-150 mmHg),1589,1590,77,75,0.048458149779735685,0.04716981132075472,1.0273127753303963,0.0269464369949345,0.15831010353802505,2010,76.0,37.0,36,"Japanese elderly, valsartan"
CARDIO-SIS,BP Targets,Intensive (<130 mmHg),Standard (130-140 mmHg),573,573,23,28,0.04013961605584642,0.04886561954624782,0.8214285714285714,-0.19671029424605427,0.27514022822497325,2016,67.0,60.0,24,Elderly Italian patients
FEVER,BP Targets,Felodipine + standard,Placebo + standard,4695,4654,211,246,0.044941427050053245,0.052857756768371296,0.8502333393940967,-0.16224445023642264,0.09152330669334371,2005,60.0,53.0,42,"Chinese patients, HTN with felodipine"
HOT,BP Targets,Diastolic <80 mmHg,Diastolic <90 mmHg,6264,6264,232,251,0.037037037037037035,0.04007024265644955,0.9243027888446215,-0.07871556746547398,0.08930354847688138,1998,62.0,53.0,45,Hypertension Optimal Treatment study
PAST-BP,BP Targets,Strict control,Usual control,1111,1108,58,64,0.052205220522052204,0.05776173285198556,0.9038028802880288,-0.1011439951456534,0.17624914815547807,2013,66.0,61.0,36,Post-stroke BP management
ADVANCE-BP,BP Targets,Perindopril-indapamide,Placebo,5569,5571,590,663,0.10594361644819537,0.11900915455035002,0.8902140078927548,-0.11629338685495037,0.053330520729854426,2007,66.0,58.0,52,"Type 2 diabetes, BP lowering"
PROGRESS,BP Targets,Perindopril ± indapamide,Placebo,3051,3054,307,420,0.10062274664044575,0.137524557956778,0.7316711148569555,-0.31242416262830885,0.07059093821281516,2001,64.0,70.0,46,Post-stroke/TIA BP lowering
HOPE,BP Targets,Ramipril,Placebo,4645,4652,651,826,0.1401506996770721,0.1775580395528805,0.7893233110142124,-0.2365792689217928,0.0481300893765384,2000,66.0,73.0,56,"High CV risk, ACE inhibitor"
HYVET,BP Targets,Indapamide ± perindopril,Placebo,1687,1912,206,269,0.12211025489033787,0.14069037656903766,0.867936086804186,-0.1416371997468797,0.08634848157943305,2008,84.0,39.0,24,"Very elderly (≥80 years), target <150/80"
SHEP,BP Targets,Chlorthalidone-based,Placebo,2365,2371,96,149,0.04059196617336152,0.06284268241248418,0.6459298778324843,-0.4370643293382508,0.12760674007455874,1991,72.0,43.0,54,Isolated systolic HTN in elderly
Syst-Eur,BP Targets,Nitrendipine-based,Placebo,2398,2297,186,254,0.07756463719766472,0.11057901610796692,0.7014408332402987,-0.3546187262036966,0.09198362530601414,1997,70.0,33.0,24,European elderly with isolated systolic HTN
