study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
I-PRESERVE,HFpEF,Irbesartan,Placebo,2067,2061,742,763,0.358974358974359,0.37020863658418246,0.9696541990119971,-0.030815766908385847,0.041101466995800154,2008,72.0,40.0,50.0,"HFpEF, ARB no benefit"
PEP-CHF,HFpEF,Perindopril,Placebo,427,423,87,100,0.20374707259953162,0.2364066193853428,0.8618501170960188,-0.1486739015158542,0.12956954235082616,2006,75.0,45.0,26.0,"HFpEF, ACE-I no mortality benefit"
CHARM-Preserved,HFpEF,Candesartan,Placebo,1514,1509,333,366,0.21994715984147953,0.24254473161033796,0.9068313229529853,-0.09779881865046756,0.06642327103606097,2003,67.0,60.0,37.0,"HFpEF (EF >40%), ARB modest benefit"
DIG-PEF,HFpEF,Digoxin,Placebo,492,496,156,164,0.3170731707317073,0.33064516129032256,0.958953004164188,-0.041913210342041936,0.09197373553577591,2006,67.0,72.0,37.0,"HFpEF, digoxin no benefit"
TOPCAT,HFpEF,Spironolactone,Placebo,1722,1723,320,351,0.18583042973286876,0.2037144515380151,0.912210343104652,-0.09188467613184013,0.06937506542896213,2014,69.0,49.0,42.0,"HFpEF, MRA no mortality benefit, reduced HF hosp"
EMPEROR-Preserved,HFpEF,Empagliflozin,Placebo,2997,2991,415,511,0.1384718051384718,0.17084587094617185,0.810507180370194,-0.21009507865972143,0.060815971372242345,2021,72.0,55.0,26.0,"HFpEF (EF >40%), SGLT2i reduces events by 21%"
PARAGON-HF,HFpEF,Sacubitril-valsartan,Valsartan,2419,2389,526,557,0.21744522529971064,0.23315194642109668,0.9326331117432832,-0.06974339047379173,0.05352096481121408,2019,73.0,48.0,35.0,"HFpEF, ARNI no overall benefit, possible benefit in women"
RELAX,HFpEF,Sildenafil,Placebo,108,108,12,14,0.1111111111111111,0.12962962962962962,0.8571428571428571,-0.15415067982725836,0.3691116175947138,2013,69.0,51.0,6.0,"HFpEF, PDE5 inhibitor no benefit"
ALDO-DHF,HFpEF,Spironolactone,Placebo,213,209,8,12,0.03755868544600939,0.05741626794258373,0.6541471048513302,-0.42442302185277847,0.4459302733134036,2013,67.0,48.0,12.0,"HFpEF, MRA improved diastolic function, no clinical benefit"
SENIORS,HFpEF,Nebivolol,Placebo,1061,1061,332,375,0.31291234684260133,0.353440150801131,0.8853333333333334,-0.12179105705392218,0.061593024944645476,2005,76.0,63.0,21.0,"Elderly HF (mixed EF), beta-blocker 14% benefit"
NEAT-HFpEF,HFpEF,Isosorbide mononitrate,Placebo,55,55,2,3,0.03636363636363636,0.05454545454545454,0.6666666666666666,-0.40546510810816444,0.892731592904439,2015,69.0,44.0,1.5,"HFpEF, nitrate no benefit on exercise capacity"
INDIE-HFpEF,HFpEF,Inorganic nitrite,Placebo,42,43,1,2,0.023809523809523808,0.046511627906976744,0.5119047619047619,-0.6696166831497513,1.205377394112312,2018,69.0,53.0,1.0,"HFpEF, nitrite no benefit"
Hong Kong DHF,HFpEF,Irbesartan,Ramipril,75,75,8,12,0.10666666666666667,0.16,0.6666666666666667,-0.4054651081081643,0.4262237284181474,2008,71.0,49.0,12.0,"HFpEF, ARB vs ACE-I, similar outcomes"
J-DHF,HFpEF,Carvedilol,Standard care,120,125,18,22,0.15,0.176,0.8522727272727273,-0.15984870094189602,0.29099272787608915,2016,70.0,45.0,36.0,"Japanese HFpEF, beta-blocker no benefit"
OPTIMIZE-HFpEF,HFpEF,Phosphodiesterase-5 inhibitor,Placebo,88,88,7,9,0.07954545454545454,0.10227272727272728,0.7777777777777777,-0.2513144282809062,0.4808752241912462,2012,68.0,56.0,3.0,"HFpEF, PDE5 inhibitor no clinical benefit"
