study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
EVEREST II,Mitral Regurgitation,MitraClip,Surgical repair/replacement,184,95,55,26,0.29891304347826086,0.2736842105263158,1.0921822742474916,0.08817778120254405,0.20169843391852924,2011,67.0,65.0,48,"Severe MR, percutaneous vs surgery - less effective but safer"
COAPT,Mitral Regurgitation,MitraClip + GDMT,GDMT alone,302,312,114,167,0.37748344370860926,0.5352564102564102,0.7052385295633897,-0.349219193587647,0.0907940928330875,2018,72.0,57.0,24,HF with secondary MR - dramatic 47% reduction in death/HF hosp
MITRA-FR,Mitral Regurgitation,MitraClip + medical therapy,Medical therapy alone,152,160,83,97,0.5460526315789473,0.60625,0.9007053716766142,-0.10457707631923434,0.0976141575447883,2018,70.0,65.0,12,HF with secondary MR - NO BENEFIT (different from COAPT)
RESHAPE-HF2,Mitral Regurgitation,MitraClip + GDMT,GDMT alone,176,176,68,82,0.38636363636363635,0.4659090909090909,0.8292682926829269,-0.18721154208814633,0.12464897889884347,2022,71.0,71.0,24,HFrEF with moderate-to-severe secondary MR
MATTERHORN,Mitral Regurgitation,Transcatheter valve repair,Medical therapy,98,93,31,39,0.3163265306122449,0.41935483870967744,0.7543171114599686,-0.28194242716181617,0.19220385103441243,2023,75.0,61.0,12,Inoperable severe MR
RIME,Mitral Regurgitation,MV repair + CABG,CABG alone,73,73,22,31,0.3013698630136986,0.4246575342465753,0.7096774193548387,-0.3429447511268303,0.2243108327671713,2009,66.0,79.0,12,"Moderate ischemic MR, repair improves outcomes"
Mihaljevic 2007,Mitral Regurgitation,MV repair,MV replacement,150,150,18,27,0.12,0.18,0.6666666666666666,-0.40546510810816444,0.2815302102071095,2007,64.0,68.0,60,"Rheumatic MR, repair preferred over replacement"
Fattouch 2009,Mitral Regurgitation,MV repair + ring,MV repair alone,54,56,8,15,0.14814814814814814,0.26785714285714285,0.5530864197530864,-0.5922410152514994,0.3940697974864419,2009,62.0,64.0,48,"Ischemic MR, annuloplasty ring reduces recurrence"
Chan 2012,Mitral Regurgitation,Restrictive annuloplasty,Standard annuloplasty,61,61,12,18,0.19672131147540983,0.29508196721311475,0.6666666666666666,-0.40546510810816444,0.32573302510336166,2012,68.0,72.0,24,"Ischemic MR, restrictive technique reduces recurrent MR"
Deja 2010,Mitral Regurgitation,MV repair + revascularization,Revascularization alone,53,51,11,16,0.20754716981132076,0.3137254901960784,0.6615566037735849,-0.4131597302692067,0.33901817538818496,2010,64.0,75.0,36,Moderate ischemic MR undergoing CABG
