n_trials,pooled_rr,pooled_log_rr,se_pooled,ci_lower,ci_upper,z_score,p_value,Q,df,p_heterogeneity,I2,tau2,category
20,0.947049538129526,-0.05440387657336953,0.018680807317246174,0.9130010403385256,0.9823678046837623,-2.912287228782865,0.003587925446916218,32.693125159683774,19,0.026073797684475264,41.88380612988856,0.002502190045786715,Antihypertensive Drug Classes
15,0.8689447579320816,-0.1404757254357941,0.045488673210256736,0.7948248326236297,0.9499766003098532,-3.088147345746716,0.0020140858177197796,13.069756733494042,14,0.5210383940264876,0.0,0.0,STEMI Management
15,0.899448960836689,-0.10597296890604654,0.028878336624806582,0.8499527589988619,0.9518275275711918,-3.669635487766128,0.00024289657383924634,18.19336095981615,14,0.1981155638243095,23.04885265057988,0.0023697579330337545,NSTEMI/Unstable Angina
15,0.8261269236596288,-0.19100685666086295,0.028105479474631653,0.7818490432206211,0.872912360657247,-6.79607180632759,1.0750955681260166e-11,19.855953824416112,14,0.13474867867676088,29.49218091560662,0.003205110694069786,BP Targets
15,0.903493329104245,-0.10148655237030992,0.029150228985501785,0.853319704851013,0.9566170698922216,-3.4815010345471205,0.0004986118553877983,21.949614265493253,14,0.07965560675394956,36.21755794583942,0.004047218384227106,Other Glucose-Lowering Agents
15,0.9118155013228538,-0.09231761055453115,0.021702348641703832,0.8738432966153113,0.9514377596909741,-4.253807367979108,2.1016611666757612e-05,8.530888675929914,14,0.8598782580354596,0.0,0.0,HFpEF
15,0.8378232360149883,-0.176948136293058,0.036626298338100105,0.7797860583907156,0.9001799496842406,-4.831177168373295,1.3572815737994404e-06,39.453539207584924,14,0.000310278770262129,64.51522403012072,0.011046908336779784,Additional Antiplatelet Strategies
15,0.542110152880539,-0.6122860640948068,0.08217041852013758,0.46146914543911566,0.6368430495532125,-7.451417129447299,9.237055564881302e-14,27.419670736591122,14,0.01697115514065317,48.9417647115754,0.043272050811950645,BMS vs DES
12,0.6550140426375427,-0.4230986044354136,0.10183154218824757,0.5365001554707508,0.7997078690050212,-4.154887526433274,3.254475926306455e-05,49.048381246855364,11,9.274404217940457e-07,77.57316404666211,0.08704561383179683,AF Catheter Ablation
12,0.5136619234984939,-0.6661899663146967,0.16821245987205677,0.3693958714435752,0.7142704942019776,-3.9604079675275194,7.482182563256501e-05,22.132437238146203,11,0.023367075996666653,50.29919262104117,0.15342014024643055,Hypertrophic Cardiomyopathy
