study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
PROVE-IT TIMI 22,Post-MI Management,Atorvastatin 80mg,Pravastatin 40mg,2099,2063,449,537,0.21391138637446402,0.26030053320407176,0.8217862012858831,-0.19627501351599172,0.055930497666550914,2004,58.0,78.0,24,Intensive vs standard statin therapy post-ACS
A to Z,Post-MI Management,Early simvastatin 80mg,Delayed simvastatin 20mg,2265,2232,309,343,0.13642384105960265,0.15367383512544802,0.8877493097522832,-0.11906588468412725,0.07254080280882204,2004,61.0,75.0,24,Aggrastat to Zocor - intensive therapy post-ACS
MIRACL,Post-MI Management,Atorvastatin 80mg,Placebo,1538,1548,228,269,0.1482444733420026,0.17377260981912146,0.8530945900870632,-0.15888484656331528,0.08250604305552964,2001,65.0,65.0,4,Myocardial Ischemia Reduction with Aggressive Cholesterol Lowering
LIPID,Post-MI Management,Pravastatin 40mg,Placebo,4512,4502,498,633,0.11037234042553191,0.14060417592181254,0.7849862189506235,-0.24208911683074058,0.05607188469400321,1998,62.0,83.0,72,Long-term Intervention with Pravastatin in Ischaemic Disease
DAPT,Post-MI Management,30 months DAPT,12 months DAPT,4941,4916,180,222,0.03642987249544627,0.045158665581773796,0.8067083476919544,-0.2147930791418934,0.09825606580257165,2014,61.0,75.0,30,Duration of dual antiplatelet therapy after DES
PRODIGY,Post-MI Management,24 months DAPT,6 months DAPT,1002,1001,107,102,0.10678642714570859,0.1018981018981019,1.0479726820868067,0.04685751884804551,0.1309683586601506,2012,68.0,77.0,24,Prolonging Dual antiplatelet treatment after Grading stent-induced Intimal hyperplasia studY
EXCELLENT,Post-MI Management,12 months DAPT,6 months DAPT,722,721,28,32,0.038781163434903045,0.044382801664355064,0.8737880886426592,-0.13491739423239985,0.25336195770286446,2012,62.0,68.0,12,Efficacy of Xience/Promus versus Cypher to reduce Late Loss after stenting
RESET,Post-MI Management,3 months DAPT,12 months DAPT,1059,1058,47,46,0.044381491973559964,0.043478260869565216,1.0207743153918791,0.020561472037801815,0.2027961033453928,2012,63.0,71.0,12,Real Safety and Efficacy of 3-month dual antiplatelet Therapy
SECURITY,Post-MI Management,6 months DAPT,12 months DAPT,682,717,47,52,0.0689149560117302,0.07252440725244072,0.9502312203925107,-0.05104993411521049,0.19402677437960986,2014,64.0,79.0,12,Second generation drug-eluting stent implantation
ISAR-SAFE,Post-MI Management,6 months DAPT,12 months DAPT,2003,1997,112,131,0.05591612581128307,0.06559839759639459,0.8524007881307809,-0.15969845415606007,0.12474837459793177,2015,68.0,75.0,15,Safety and efficacy of 6 vs 12 months DAPT after DES
