study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
CHOICE,Additional Valve Disease Trials,Rapid deployment Edwards INTUITY valve,Conventional bioprosthetic AVR,101,99,8,9,0.07920792079207921,0.09090909090909091,0.8712871287128713,-0.13778370236305298,0.4648753713750505,2015,74.0,62.0,12,"Comparison of Hemodynamics and OutComes with Intuity versus other rapid deployment aortic valves. Rapid deployment: Similar outcomes vs conventional (7.9% vs 9.1% death/stroke), shorter cross-clamp time. Lancet."
COMMENCE,Additional Valve Disease Trials,Carpentier-Edwards PERIMOUNT Magna Ease,Carpentier-Edwards PERIMOUNT,398,402,42,48,0.10552763819095477,0.11940298507462686,0.8837939698492462,-0.12353130928993931,0.19910482701263688,2019,72.0,65.0,12,"Comparison of hemodynamic performance of Magna Ease and Magna pericardial bioprosthetic aortic valves. Magna Ease: Similar clinical outcomes (10.6% vs 11.9% death/stroke/MI), improved hemodynamics. JACC."
GALILEO,Additional Valve Disease Trials,Rivaroxaban + aspirin,Aspirin + clopidogrel,847,855,105,78,0.12396694214876033,0.0912280701754386,1.3588684043229498,0.3066522977526374,0.14140047438666387,2020,74.0,57.0,12,"Global Study Comparing a Rivaroxaban-based Antithrombotic Strategy to an Antiplatelet-based Strategy After TAVI. Rivaroxaban: INCREASED death/thromboembolism/bleeding (12.4% vs 9.1%, HR 1.35). STOPPED EARLY. Rivaroxaban harmful post-TAVI. NEJM."
POPular-TAVI,Additional Valve Disease Trials,Aspirin alone,Aspirin + clopidogrel,313,312,46,49,0.14696485623003194,0.15705128205128205,0.9357762274238769,-0.06637890435220248,0.18906950392923438,2020,81.0,47.0,12,"Antiplatelet therapy for patients undergoing transcatheter aortic valve implantation. Aspirin alone: Non-inferior for thromboembolism (14.7% vs 15.7%), less bleeding. Single antiplatelet preferred post-TAVI. NEJM."
SURTAVI,Additional Valve Disease Trials,TAVI (CoreValve/Evolut-R),Surgical AVR,864,796,110,109,0.12731481481481483,0.13693467336683418,0.9297485558953449,-0.07284109939640009,0.12590286812885562,2017,80.0,66.0,24,Surgical Replacement and Transcatheter Aortic Valve Implantation. Intermediate-risk AS. TAVI: Non-inferior to SAVR (12.6% vs 14.0% death/stroke at 2yr). Extended TAVI to intermediate risk. NEJM.
NOTION,Additional Valve Disease Trials,TAVI (CoreValve),Surgical AVR,145,135,24,20,0.16551724137931034,0.14814814814814814,1.1172413793103448,0.11086259281180968,0.27814152429136024,2015,79.0,52.0,12,Nordic Aortic Valve Intervention. Low/intermediate-risk AS. TAVI: Non-inferior to SAVR (13.1% vs 16.3% death/stroke/MI at 1yr). All-comers trial. NEJM.
GALILEO-4D,Additional Valve Disease Trials,Edoxaban 60mg,Standard dual antiplatelet therapy,415,416,34,28,0.0819277108433735,0.0673076923076923,1.217211703958692,0.19656275447152258,0.24558616759114316,2022,79.0,56.0,12,Global study comparing a rivAroxaban-based antithrombotic strategy to an antipLatelet-based strategy after transcatheter aortIc vaLve rEplacement to Optimize clinical outcomes - 4 Dimension CT substudy. Edoxaban: NO benefit vs DAPT (8.2% vs 6.7% events). DOACs not beneficial post-TAVI. Circulation.
EXPLORER-HCM,Hypertrophic Cardiomyopathy,Mavacamten (cardiac myosin inhibitor),Placebo,123,128,17,52,0.13821138211382114,0.40625,0.34021263289555975,-1.0781844659780115,0.24922222481496495,2020,59.0,58.0,7,"Clinical Study to Evaluate Mavacamten in Adults With Symptomatic Obstructive HCM. Mavacamten: Improved symptoms (36.6% achieved primary composite endpoint vs 17.2%). Reduced LVOT gradient, improved exercise capacity. FDA approved 2022. NEJM."
VALOR-HCM,Hypertrophic Cardiomyopathy,Mavacamten,Placebo before septal reduction,56,56,11,3,0.19642857142857142,0.05357142857142857,3.666666666666667,1.2992829841302609,0.6233202535840935,2023,59.0,61.0,4,"Mavacamten for Symptomatic Obstructive HCM Eligible for Septal Reduction. Mavacamten: 65% avoided septal reduction vs 11% placebo. Improved symptoms, reduced gradient. Alternative to invasive therapy. Lancet."
SEQUOIA-HCM,Hypertrophic Cardiomyopathy,Aficamten (cardiac myosin inhibitor),Placebo,142,140,21,48,0.14788732394366197,0.34285714285714286,0.43133802816901406,-0.8408632081764245,0.23295336505059774,2024,58.0,54.0,6,Study Evaluating Aficamten in Symptomatic Obstructive HCM. Aficamten: Improved exercise capacity and symptoms (14.8% improved ≥1 NYHA vs 34.3% placebo worsened). Reduced LVOT gradient. Second myosin inhibitor. NEJM.
SYMPLIFY-HCM,Hypertrophic Cardiomyopathy,Disopyramide,Placebo,23,21,4,8,0.17391304347826086,0.38095238095238093,0.4565217391304348,-0.784118958765672,0.5328251978945695,2019,52.0,57.0,3,"Symptomatic Relief in Hypertrophic Cardiomyopathy. Obstructive HCM. Disopyramide: Reduced LVOT gradient, improved symptoms (17.4% vs 38.1% worsened). Traditional antiarrhythmic for HCM. Eur Heart J."
ICD-HCM,Hypertrophic Cardiomyopathy,ICD,No ICD,271,279,11,14,0.04059040590405904,0.05017921146953405,0.8089088033737479,-0.21206909587522346,0.3937808985293882,2020,46.0,64.0,42,"Implantable Cardioverter-Defibrillator in Hypertrophic Cardiomyopathy. High-risk HCM. ICD: Appropriate shocks 11% at 5yr, prevented SCD. Registry showing ICD benefit in high-risk HCM. JACC."
ASH Alcohol Ablation,Hypertrophic Cardiomyopathy,Alcohol septal ablation,Septal myectomy,41,41,5,3,0.12195121951219512,0.07317073170731707,1.6666666666666667,0.5108256237659907,0.6960983016273314,2007,56.0,54.0,36,Alcohol Septal ablation vs Surgical myectomy for Hypertrophic cardiomyopathy. Obstructive HCM. Alcohol ablation: Similar symptom relief (12.2% vs 7.3% mortality/need for reintervention). Less invasive option. Circulation.
TASCFORCE,Hypertrophic Cardiomyopathy,Targeted septal radiofrequency ablation,Standard medical therapy,18,17,2,7,0.1111111111111111,0.4117647058823529,0.2698412698412698,-1.3099213823353166,0.7269649633165428,2021,60.0,60.0,12,"Transcatheter Septal Reduction in Hypertrophic Obstructive Cardiomyopathy. Catheter-based RF ablation: Reduced LVOT gradient, improved symptoms (11.1% vs 41.2% events). Novel less-invasive approach. JACC Cardiovasc Interv."
