study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
CAST,Antiarrhythmic Drug Trials,Flecainide or Encainide,Placebo,730,725,56,22,0.07671232876712329,0.030344827586206897,2.528019925280199,0.9274363580890713,0.2460945244274283,1991,61.0,89.0,10,"Cardiac Arrhythmia Suppression Trial. Post-MI VPC suppression. Flecainide/Encainide: INCREASED mortality (7.7% vs 3.0%, HR 2.5). STOPPED EARLY. Landmark trial ended Class IC use post-MI. Paradigm shift. NEJM."
AFFIRM,Antiarrhythmic Drug Trials,Rhythm control (antiarrhythmics),Rate control,2033,2027,356,310,0.1751106738809641,0.15293537247163297,1.1449978579248845,0.13540276619649189,0.0710603362577399,2002,70.0,61.0,42,"Atrial Fibrillation Follow-up Investigation of Rhythm Management. Rhythm control: NO mortality benefit vs rate control (17.5% vs 15.3%, p=0.08). Rate control acceptable for most AF patients. NEJM."
RACE,Antiarrhythmic Drug Trials,Rate control,Rhythm control,256,266,44,60,0.171875,0.22556390977443608,0.7619791666666668,-0.2718360640017028,0.17812436918540595,2002,68.0,63.0,33,"RAte Control versus Electrical cardioversion for persistent atrial fibrillation. Rate control: Non-inferior to rhythm control (17.2% vs 22.6% CV death/HF/stroke/bleeding/PM). Rate control simpler, fewer hospitalizations. NEJM."
AF-CHF,Antiarrhythmic Drug Trials,Rhythm control,Rate control,682,694,178,181,0.26099706744868034,0.260806916426513,1.0007290873446637,0.0007288216896016163,0.09075043557205194,2008,66.0,82.0,37,"Atrial Fibrillation and Congestive Heart Failure. AF + HF patients. Rhythm control: NO benefit vs rate control (27% vs 25% CV death, HR 1.06). Rate control acceptable even in HF-AF. NEJM."
ATHENA,Antiarrhythmic Drug Trials,Dronedarone 400mg BID,Placebo,2301,2327,734,917,0.3189917427205563,0.39406961753330466,0.809480681909198,-0.2113623703750233,0.03985697989335886,2009,72.0,53.0,21,"A placebo-controlled, double-blind, parallel arm Trial to assess the efficacy of dronedarone 400mg bid for the prevention of cardiovascular Hospitalization or death from any cause in patiENts with Atrial fibrillation. Dronedarone: Reduced CV hosp/death 24% (31.9% vs 39.4%, HR 0.76). First AF drug to reduce events. NEJM."
PALLAS,Antiarrhythmic Drug Trials,Dronedarone 400mg BID,Placebo,1755,1763,43,19,0.0245014245014245,0.010777084515031198,2.2734742840005997,0.821309183025026,0.2734051523958188,2011,75.0,63.0,4,"Permanent Atrial fibriLLAtion outcome Study using Dronedarone on top of standard therapy. Permanent AF. Dronedarone: INCREASED stroke/CV death/HF hosp (2.3% vs 1.2%, HR 2.29). STOPPED EARLY. Contraindicated in permanent AF. NEJM."
ANDROMEDA,Antiarrhythmic Drug Trials,Dronedarone 400mg BID,Placebo,310,313,25,12,0.08064516129032258,0.038338658146964855,2.103494623655914,0.7436000681411618,0.34192490213906135,2008,71.0,76.0,2,AntiArrhythmic trial with DROnedarone in Moderate to severe congestive heart failure Evaluating morbidity DecreAse. Recent HF hospitalization. Dronedarone: INCREASED mortality (8.1% vs 3.8%). STOPPED EARLY. Contraindicated in decompensated HF. Circulation.
RACE II,Antiarrhythmic Drug Trials,Lenient rate control (<110 bpm),"Strict rate control (<80 bpm rest, <110 exercise)",303,301,38,43,0.1254125412541254,0.14285714285714285,0.8778877887788779,-0.1302364967276701,0.20724143952876958,2010,68.0,63.0,36,"RAte Control Efficacy in permanent atrial fibrillation II. Lenient rate: Non-inferior to strict rate control (12.9% vs 14.9% CV death/HF hosp/stroke). Lenient target acceptable, simpler. NEJM."
SCD-HeFT,Additional Heart Failure Device Trials,ICD,Placebo,829,847,182,244,0.2195416164053076,0.28807556080283353,0.7620973323577686,-0.2716809986996471,0.08488790248532303,2005,60.0,77.0,45,"Sudden Cardiac Death in Heart Failure Trial. ICD vs amiodarone vs placebo. ICD: Reduced mortality 23% vs placebo (22% vs 29%, HR 0.77). Amiodarone NO benefit. ICD standard for primary prevention. NEJM."
DANISH,Additional Heart Failure Device Trials,ICD,Usual care,556,560,120,131,0.2158273381294964,0.23392857142857143,0.9226206820802899,-0.08053709094049306,0.11127733678876149,2016,64.0,72.0,68,"Danish Study to Assess the Efficacy of ICDs in Patients with Non-ischemic Systolic Heart Failure on Mortality. Non-ischemic DCM. ICD: NO mortality benefit (21.6% vs 23.4%, HR 0.87, p=0.28). Challenged ICD dogma in non-ischemic. NEJM."
