study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
MADIT,ICD Primary Prevention,ICD,Conventional therapy,95,101,15,39,0.15789473684210525,0.38613861386138615,0.4089068825910931,-0.8942678197867178,0.26810517790450955,1996,63.0,92.0,27,"Multicenter Automatic Defibrillator Implantation Trial. LANDMARK - first primary prevention ICD trial. Post-MI, EF≤35%, NSVT, inducible VT. Mortality reduced 54% (16% vs 39%, p=0.009). STOPPED EARLY. Changed practice - ICD for primary prevention."
MADIT-II,ICD Primary Prevention,ICD,Conventional medical therapy,742,490,105,97,0.14150943396226415,0.19795918367346937,0.7148414705310251,-0.3356944804085676,0.12823635464608182,2002,64.0,85.0,20,"MADIT II. Prior MI + EF≤30% (NO need for NSVT/EP study). All-cause mortality reduced 31% (14.2% vs 19.8%, p=0.016). Simpler criteria than MADIT-I. Expanded ICD indications dramatically. Class I indication established."
SCD-HeFT,ICD Primary Prevention,ICD,Placebo,829,847,182,244,0.2195416164053076,0.28807556080283353,0.7620973323577686,-0.2716809986996471,0.08488790248532303,2005,60.0,77.0,46,"Sudden Cardiac Death in Heart Failure Trial. HF (ischemic or non-ischemic) with EF≤35%, NYHA II-III. ICD reduced mortality 23% (22% vs 29%, p=0.007). Amiodarone: NO benefit. Established ICD for both ischemic AND non-ischemic HF."
DEFINITE,ICD Primary Prevention,ICD,Standard medical therapy,229,229,28,40,0.1222707423580786,0.17467248908296942,0.7,-0.35667494393873245,0.2279926780844886,2004,58.0,69.0,29,"Defibrillators in Non-Ischemic Cardiomyopathy Treatment Evaluation. Non-ischemic DCM, EF<36%, PVCs/NSVT. Death reduced 35% (12% vs 17%, p=0.08 NS). SCD reduced 80% (p=0.006). Trended toward benefit in non-ischemic CM."
IRIS,ICD Primary Prevention,ICD,Medical therapy,445,453,116,117,0.2606741573033708,0.2582781456953642,1.0092768654566409,0.009234099625402455,0.11275194753165556,2009,62.0,73.0,37,"Immediate Risk-stratification Improves Survival. Recent MI (5-31 days), EF≤40% + HR≥90 or NSVT. NEGATIVE (HR 1.04, p=0.78). ICD too early post-MI doesn't help (like DINAMIT). Need to wait 40 days post-MI before ICD."
DANISH,ICD Primary Prevention,ICD,Usual care,556,560,120,131,0.2158273381294964,0.23392857142857143,0.9226206820802899,-0.08053709094049306,0.11127733678876149,2016,64.0,73.0,68,"Danish Study to Assess the Efficacy of ICDs. Non-ischemic systolic HF, EF≤35%. All-cause death NO BENEFIT (HR 0.87, p=0.28). SCD reduced 50% but not total mortality. Challenged ICD in non-ischemic CM in optimal medical therapy era."
CAST,Antiarrhythmic Drugs,Encainide or flecainide,Placebo,730,725,56,22,0.07671232876712329,0.030344827586206897,2.528019925280199,0.9274363580890713,0.2460945244274283,1989,61.0,86.0,10,"Cardiac Arrhythmia Suppression Trial. LANDMARK negative trial. Post-MI with PVCs. STOPPED EARLY for HARM. Mortality INCREASED 2.5x (7.7% vs 3.0%, p=0.0003). Class IC drugs suppress PVCs but increase SCD. Paradigm shift - arrhythmia suppression doesn't equal better outcomes."
CAST-II,Antiarrhythmic Drugs,Moricizine,Placebo,665,660,49,42,0.07368421052631578,0.06363636363636363,1.1578947368421053,0.14660347419187544,0.20297481656890878,1992,62.0,83.0,18,"CAST-II with moricizine (class I). Post-MI with PVCs. STOPPED EARLY. Trend toward increased mortality (7.3% vs 6.6%). Early exposure (days 0-14) increased mortality (17 vs 3 deaths, p=0.01). Confirmed CAST findings."
EMIAT,Antiarrhythmic Drugs,Amiodarone 200mg daily,Placebo,743,743,103,102,0.1386271870794078,0.13728129205921938,1.0098039215686274,0.009756174945364656,0.12969529441089322,1997,60.0,84.0,21,"European Myocardial Infarct Amiodarone Trial. Recent MI (5-21 days), EF≤40%. All-cause mortality NO BENEFIT (13.9% vs 13.7%, p=0.8). Arrhythmic death reduced 35% but no effect on total mortality. Amiodarone reduces arrhythmias but not death post-MI."
CAMIAT,Antiarrhythmic Drugs,Amiodarone 200mg daily,Placebo,596,606,62,77,0.1040268456375839,0.12706270627062707,0.8187047851477381,-0.20003171780462764,0.1605865121346826,1997,59.0,84.0,19,"Canadian Amiodarone Myocardial Infarction Arrhythmia Trial. Recent MI (6-45 days), ≥10 PVCs/hr. Death/resuscitated VF reduced 27% (10.4% vs 12.7%, p=0.07 NS). VT/VF reduced 48%. Amiodarone safe post-MI but marginal mortality benefit."
SWORD,Antiarrhythmic Drugs,D-sotalol 200mg bid,Placebo,1549,1551,78,48,0.05035506778566817,0.030947775628626693,1.6270981278244028,0.48679813854137094,0.1798986465655754,1996,60.0,81.0,5,"Survival With Oral D-sotalol. Post-MI or symptomatic HF with EF≤40%. STOPPED EARLY for excess mortality (5.0% vs 3.1%, p=0.006). Pure class III (d-sotalol without beta-blockade) harmful. L-sotalol (with beta-blockade) safe."
AFFIRM Rhythm Control,Antiarrhythmic Drugs,Rhythm control (antiarrhythmics),Rate control,2033,2027,356,310,0.1751106738809641,0.15293537247163297,1.1449978579248845,0.13540276619649189,0.0710603362577399,2002,70.0,61.0,42,"Atrial Fibrillation Follow-up Investigation of Rhythm Management. Persistent AF. Rhythm control NO BETTER than rate control (17.5% vs 15.3%, p=0.08). On-treatment analysis: rhythm control WORSE (HR 1.15). Challenged dogma - rate control acceptable for AF."
OPTIC,Antiarrhythmic Drugs,Amiodarone + beta-blocker,Sotalol or beta-blocker alone,140,142,12,35,0.08571428571428572,0.24647887323943662,0.34775510204081633,-1.0562567767094568,0.3126014255258251,2006,63.0,89.0,12,"Optimal Pharmacological Therapy in Cardioverter Defibrillator Patients. ICD patients with VT/VF. Amiodarone+BB reduced shocks 73% vs BB alone (8.6% vs 24.6%, p<0.001). Amiodarone most effective antiarrhythmic to reduce ICD shocks."
ATHENA,Antiarrhythmic Drugs,Dronedarone 400mg bid,Placebo,2301,2327,158,197,0.0686657974793568,0.08465835840137516,0.8110929478906767,-0.2093726224440957,0.10266900477355487,2009,72.0,53.0,21,"A placebo-controlled, double-blind, parallel arm Trial to assess the efficacy of dronedarone for the prevention of cardiovascular Hospitalization or death from any cause in patients with AF. CV hosp/death reduced 24% (32% vs 39%, p<0.001). First antiarrhythmic to show CV benefit. Led to FDA approval."
VTACH,VT Ablation,VT ablation + ICD,ICD alone,54,53,12,20,0.2222222222222222,0.37735849056603776,0.5888888888888888,-0.5295177567781434,0.309752950408084,2010,65.0,91.0,23,"Ventricular Tachycardia Ablation in Coronary Heart Disease. Ischemic CM with VT. VT ablation reduced VT recurrence 47% (12% vs 33%, p=0.046). ICD shocks reduced. Established ablation for ischemic VT."
SMS,VT Ablation,Preventive VT ablation,No ablation,54,57,12,18,0.2222222222222222,0.3157894736842105,0.7037037037037037,-0.3513978868378886,0.32066573050646924,2007,66.0,92.0,22,"Substrate Mapping and aBlation to prevent recurrent VT. Ischemic CM, prior MI, ICD for VT. Ablation reduced VT recurrence 65% (22% vs 47%, p=0.01). ICD therapy-free survival improved. Preventive ablation beneficial."
VANISH,VT Ablation,Early ablation,Escalated drug therapy,132,127,54,60,0.4090909090909091,0.47244094488188976,0.865909090909091,-0.14397535178560583,0.14048278136980386,2016,67.0,93.0,28,"Ventricular Tachycardia Antiarrhythmics or Ablation in Structural Heart Disease. Ischemic CM, ICD, failed amiodarone. Early ablation: composite outcome trend (41% vs 47%, p=0.34 NS). VT-free survival improved. Ablation reasonable after failed first drug."
