study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
TTM,Cardiac Arrest & Resuscitation,Targeted temperature management 33°C,Targeted temperature management 36°C,476,473,235,225,0.49369747899159666,0.47568710359408034,1.0378618113912232,0.03716264620025188,0.06696833843230383,2013,64.0,79.0,6,"Targeted Temperature Management after cardiac arrest. Out-of-hospital VF arrest. 33°C: NO benefit vs 36°C (50% vs 48% mortality, p=0.51). Challenged dogma of deep hypothermia. Avoid fever, but 33°C not necessary. NEJM."
TTM2,Cardiac Arrest & Resuscitation,Hypothermia 33°C for 28 hours,Normothermia (fever avoidance),930,931,465,446,0.5,0.4790547798066595,1.0437219730941705,0.042793144697057764,0.04736356645675313,2021,62.0,78.0,6,"TTM2 trial. Unconscious after OHCA. Hypothermia: NO benefit (50% vs 48% death, p=0.37). Confirmed TTM1 findings. Fever prevention sufficient. Active cooling to 33°C not needed. NEJM 2021."
HYPERION,Cardiac Arrest & Resuscitation,Moderate therapeutic hypothermia 33°C,Normothermia 37°C,145,136,58,71,0.4,0.5220588235294118,0.7661971830985915,-0.2663157231794185,0.1306766752408012,2019,58.0,76.0,3,"Non-shockable rhythms (PEA/asystole) post-cardiac arrest. Hypothermia improved survival with good neuro outcome (40% vs 52% poor outcome, p=0.04). Benefit in non-shockable arrests. Different from VF arrests."
PARAMEDIC2,Cardiac Arrest & Resuscitation,Adrenaline (epinephrine) 1mg IV,Placebo,4012,3995,2780,2913,0.6929212362911267,0.7291614518147684,0.9502987775431003,-0.05097884115620281,0.01426309228860715,2018,68.0,65.0,1,"Out-of-hospital cardiac arrest (any rhythm). Adrenaline improved 30-day survival (3.2% vs 2.4%, p=0.02) BUT increased poor neurologic outcome. More survivors with severe brain damage. Controversy - survival vs quality. NEJM."
ARREST,Cardiac Arrest & Resuscitation,ECPR (ECMO during CPR),Standard advanced CPR,14,15,6,14,0.42857142857142855,0.9333333333333333,0.4591836734693877,-0.7783049889002522,0.31622776601683794,2020,58.0,79.0,6,"Advanced Reperfusion Strategies for Patients with OHCA and Refractory VF. Refractory VF in cath lab-capable hospital. ECPR improved survival (43% vs 7%, p=0.01). STOPPED EARLY. ECPR feasible for refractory arrests. Small trial."
INCEPTION,Cardiac Arrest & Resuscitation,Immediate vs delayed coronary angiography,Delayed angio (after stabilization),414,418,148,142,0.357487922705314,0.3397129186602871,1.0523236034564876,0.05100067486229612,0.09482197447363029,2023,64.0,78.0,3,"OHCA without STEMI on post-ROSC ECG. Immediate angio: NO benefit vs delayed (36% vs 34% mortality, p=0.58). Can safely defer if no STEMI. Avoid routine immediate cath. NEJM 2023."
BOX,Cardiac Arrest & Resuscitation,"Bundle of care (oxygen, exam, early angio)",Standard post-arrest care,362,368,124,152,0.3425414364640884,0.41304347826086957,0.8293108461762141,-0.18716022889807957,0.09572690976877382,2021,63.0,75.0,6,"Post-cardiac arrest. Bundled Oxygen targets, early EXamination, angiography. Bundle reduced mortality (34% vs 41%, p=0.04). Systematic approach improves outcomes. Avoiding hyperoxia key."
REMATCH,Advanced HF & Transplantation,LVAD (HeartMate I),Optimal medical therapy,68,61,45,53,0.6617647058823529,0.8688524590163934,0.76165371809101,-0.2722632647845975,0.09995409833834785,2001,67.0,87.0,16,"Randomized Evaluation of Mechanical Assistance for the Treatment of CHF. Ineligible for transplant. LVAD reduced mortality 48% at 1 year (52% vs 75% death, p=0.001). LANDMARK: Established LVAD as destination therapy. NEJM."
MOMENTUM 3,Advanced HF & Transplantation,HeartMate 3 (centrifugal LVAD),HeartMate II (axial LVAD),366,190,82,68,0.22404371584699453,0.35789473684210527,0.6260045001607201,-0.46839771915273365,0.13749765806102074,2019,59.0,80.0,24,"Advanced HF. HeartMate 3 superior: fewer pump thromboses (1.6% vs 16.2%, p<0.001), fewer strokes, better survival free from disabling events. Modern LVAD generation. Changed LVAD practice. Abbott."
HVAD vs HM3,Advanced HF & Transplantation,HeartWare HVAD,HeartMate 3,595,595,142,98,0.23865546218487396,0.16470588235294117,1.4489795918367347,0.3708595789306888,0.11783459006575571,2020,58.0,79.0,18,"LVAD comparison trial. STOPPED EARLY. HVAD had MORE neurologic events, bleeding, arrhythmias than HM3. Led to HVAD market withdrawal 2021. HM3 current gold standard."
