study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
OASIS-5,Additional ACS Management,Fondaparinux 2.5mg daily,Enoxaparin 1mg/kg BID,10021,10057,579,573,0.057778664803911785,0.05697524112558417,1.0141012773698792,0.014002779244407152,0.057210949512936767,2006,66.0,64.0,6,Organization to Assess Strategies in Acute Ischemic Syndromes-5. ACS. Fondaparinux: Similar efficacy (5.8% vs 5.7% death/MI/refractory ischemia at 9d) with 48% less major bleeding. Safer anticoagulant. Lancet.
OASIS-6,Additional ACS Management,Fondaparinux 2.5mg daily,Placebo or usual care,6238,6303,608,677,0.09746713690285348,0.10740917023639537,0.9074377605593581,-0.09713029860074653,0.05294222621571858,2006,62.0,68.0,1,"Organization to Assess Strategies in Acute Ischemic Syndromes-6. STEMI. Fondaparinux: Reduced death/MI 14% (9.7% vs 11.2%, HR 0.86) without increased bleeding. Benefit in patients not receiving primary PCI. JAMA."
ACUITY,Additional ACS Management,Bivalirudin monotherapy,Heparin + GP IIb/IIIa inhibitor,4603,4604,360,358,0.07820986313273952,0.07775847089487402,1.005805055483611,0.005788271073987301,0.07167022962627399,2007,63.0,71.0,1,Acute Catheterization and Urgent Intervention Triage strategy. ACS undergoing PCI. Bivalirudin: Similar ischemic events (7.8% vs 7.3%) with 47% less major bleeding. Alternative to heparin + GP IIb/IIIa. NEJM.
HORIZONS-AMI,Additional ACS Management,Bivalirudin,Heparin + GP IIb/IIIa inhibitor,1800,1802,150,152,0.08333333333333333,0.08435072142064373,0.987938596491228,-0.012134732465993597,0.11015951853025413,2008,60.0,76.0,12,Harmonizing Outcomes with Revascularization and Stents in Acute Myocardial Infarction. STEMI primary PCI. Bivalirudin: Similar ischemic events (8.3% vs 8.4% death/MI/stroke) with 40% less major bleeding. Net clinical benefit. NEJM.
EARLY ACS,Additional ACS Management,Early eptifibatide (GP IIb/IIIa inhibitor),Delayed provisional eptifibatide,4676,4680,450,454,0.0962360992301112,0.09700854700854701,0.9920373224601771,-0.007994548957249282,0.0632244587328673,2009,64.0,68.0,1,"Early glycoprotein IIb/IIIa inhibition in non-ST-segment elevation Acute Coronary Syndrome. NSTE-ACS. Early eptifibatide: NO benefit vs delayed (9.3% vs 10.0% death/MI/recurrent ischemia, p=0.23) with increased bleeding. Routine early use not beneficial. NEJM."
TRACER,Additional ACS Management,Vorapaxar (PAR-1 antagonist),Placebo,6473,6502,665,722,0.10273443534682528,0.11104275607505383,0.9251790839682242,-0.07776795591863168,0.05079876224783338,2012,63.0,73.0,18,"Thrombin Receptor Antagonist for Clinical Event Reduction in Acute Coronary Syndrome. ACS. Vorapaxar: NO benefit (18.5% vs 19.9% CV death/MI/stroke, p=0.07) with increased bleeding. NOT approved for ACS. NEJM."
TRA 2P-TIMI 50,Additional ACS Management,Vorapaxar (PAR-1 antagonist),Placebo,13225,13224,1028,1176,0.07773156899810964,0.08892921960072596,0.8740835615909879,-0.13457929966910198,0.04088848652792917,2012,60.0,75.0,30,"Thrombin Receptor Antagonist in Secondary Prevention of Atherothrombotic Ischemic Events. Stable CAD/PAD. Vorapaxar: Reduced CV events 13% (9.3% vs 10.5%, HR 0.87) BUT increased bleeding including ICH. Approved for CAD without stroke/TIA history. NEJM."
APPRAISE-2,Additional ACS Management,Apixaban 5mg BID,Placebo,3705,3687,279,293,0.07530364372469636,0.0794684024952536,0.9475922676210085,-0.053830966691744385,0.08034967283185836,2011,67.0,69.0,8,"Apixaban for Prevention of Acute Ischemic Events 2. Recent ACS. Apixaban: NO benefit (7.5% vs 7.9% CV death/MI/stroke) with INCREASED major bleeding (1.3% vs 0.5%, HR 2.59). STOPPED EARLY. DOACs harmful in ACS. NEJM."
ATLAS ACS 2-TIMI 51,Additional ACS Management,Rivaroxaban 2.5mg BID,Placebo,5114,5113,379,455,0.07411028549080954,0.08898885194601995,0.8328041532187015,-0.1829567746396568,0.06667235619418624,2012,62.0,75.0,13,"Anti-Xa Therapy to Lower cardiovascular events in Addition to Standard therapy in subjects with Acute Coronary Syndrome 2. Recent ACS. Low-dose rivaroxaban: Reduced CV death/MI/stroke 16% (8.9% vs 10.7%, HR 0.84) BUT increased major bleeding. FDA approved for ACS. NEJM."
COPERNICUS,Additional CHF Pharmacotherapy,Carvedilol,Placebo,1156,1133,190,250,0.1643598615916955,0.22065313327449249,0.744878892733564,-0.2945336339060768,0.08669194575348212,2001,63.0,80.0,10,"Carvedilol Prospective Randomized Cumulative Survival. Severe HF (EF <25%). Carvedilol: Reduced mortality 35% (16.4% vs 22.1%, HR 0.65). STOPPED EARLY. Established beta-blockers even in severe HF. NEJM."
