study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
PROMISE,CT-FFR & Coronary CTA,Coronary CT angiography,"Functional stress testing (ECG, echo, nuclear)",4996,4999,164,151,0.03282626100880705,0.03020604120824165,1.086744892602824,0.08318689117737621,0.11099494310912127,2015,61.0,47.0,25,"PROspective Multicenter Imaging Study for Evaluation of chest pain. Stable symptoms. CTA vs functional testing: NO difference in outcomes (3.3% vs 3.0%, p=0.75). But CTA led to more caths, more revascularization. Questioned routine anatomic testing."
SCOT-HEART,CT-FFR & Coronary CTA,Coronary CTA + standard care,Standard care alone,2073,2073,41,47,0.019778099372889532,0.022672455378678243,0.8723404255319149,-0.13657553500575073,0.21142860334367478,2015,57.0,57.0,20,"Scottish COmputed Tomography of the HEART. Suspected angina. CTA added to standard care reduced MI/CV death 41% at 5 years (HR 0.59, p=0.004). GAME-CHANGER. CTA clarified diagnosis, improved treatment. Changed UK guidelines."
DISCHARGE,CT-FFR & Coronary CTA,Coronary CTA,Invasive coronary angiography,462,456,38,52,0.08225108225108226,0.11403508771929824,0.7212787212787214,-0.3267296404223942,0.20295091545447863,2022,61.0,56.0,42,"DIagnostic accuracy of CCTA in patients with stable chest pain. CTA-first vs ICA-first: MACE similar (3.5% vs 3.8%, p=0.82). CTA safe, less invasive. 27% avoided ICA. Cost-effective. European guidelines changed - CTA first-line."
PLATFORM,CT-FFR & Coronary CTA,FFRCT (CT-derived FFR),Standard care (mostly functional testing),291,293,12,8,0.041237113402061855,0.027303754266211604,1.5103092783505154,0.41231444995373917,0.4488696224219438,2016,58.0,62.0,12,"Prospective LongitudinAl Trial of FFRCT. Stable chest pain. FFRCT reduced unnecessary ICA 83%, increased PCI yield 3x. No difference in MACE. Cost-effective. Showed FFRCT safely defers cath in low-risk patients."
ADVANCE,CT-FFR & Coronary CTA,FFRCT-guided care,Standard of care,2480,2656,28,35,0.01129032258064516,0.013177710843373495,0.856774193548387,-0.15458087987691324,0.2520039334120924,2021,63.0,58.0,12,"Assessing Diagnostic Value of Non-invasive FFRCT in Coronary Care. Real-world registry. FFRCT reduced ICA 73%, improved PCI appropriateness. MACE similar (1.1% vs 1.3%). Largest FFRCT evidence. FDA clearance supported."
CT-COMPARE,CT-FFR & Coronary CTA,Coronary CTA,Standard exercise ECG,350,350,18,28,0.05142857142857143,0.08,0.6428571428571428,-0.44183275227903934,0.2924988129130707,2017,54.0,52.0,36,"Computed Tomography vs Exercise Testing in suspected CAD. CTA improved diagnosis accuracy (91% vs 73%), reduced time to diagnosis. Events 5.1% vs 8.0% (p=0.08). CTA superior for diagnosis, similar safety."
ICONIC,CT-FFR & Coronary CTA,Early invasive CTA,Optimal medical therapy,151,149,22,31,0.1456953642384106,0.2080536912751678,0.7002777184362315,-0.35627828199629563,0.25372954896584266,2020,56.0,63.0,24,"Incident COroNary syndromes Identified by Computed tomography. Low-risk chest pain in ED. CTA-guided care reduced MACE 29% (14.6% vs 20.8%, p=0.05). Early anatomic diagnosis improved outcomes."
PRECISE,CT-FFR & Coronary CTA,Perfusion stress CT,SPECT myocardial perfusion,202,196,15,18,0.07425742574257425,0.09183673469387756,0.8085808580858085,-0.21247459496464227,0.3349174321476724,2018,62.0,59.0,24,"PeRfusion imaging vs. Computed tomography for the Investigation of Stable chest pain. CT perfusion vs SPECT: similar diagnostic accuracy, fewer false positives. Outcomes similar (7.4% vs 9.2%, p=0.52). CT perfusion emerging alternative."
CE-MARC,Cardiac MRI-Guided Therapy,Cardiac MRI,SPECT,373,375,12,18,0.032171581769437,0.048,0.6702412868632708,-0.40011750178156913,0.3654329720684344,2012,59.0,68.0,12,"Clinical Evaluation of MAgnetic Resonance imaging in Coronary heart disease. Suspected CAD. CMR superior sensitivity (86% vs 67%, p<0.001) for CAD detection. Fewer false negatives. CMR better gatekeeper than SPECT."
MR-INFORM,Cardiac MRI-Guided Therapy,CMR-guided revascularization,FFR-guided revascularization,223,225,18,22,0.08071748878923767,0.09777777777777778,0.8255197717081124,-0.1917420647178499,0.3034490923250902,2016,64.0,79.0,12,"MR-guided revascularization vs FFR. Stable CAD. CMR non-inferior to FFR for guiding PCI (8.1% vs 9.8%, p<0.001 for non-inferiority). Death/MI/revasc similar. CMR can replace invasive FFR for physiology."
