study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
DAPT,Additional Antiplatelet Strategies,Extended DAPT (30 months),Standard DAPT (12 months),4941,4931,232,285,0.04695405788301963,0.057797606976272564,0.8123875769163852,-0.20777774122396458,0.08610418082713019,2014,62.0,75.0,30,"Dual Antiplatelet Therapy study. Post-DES. Extended DAPT: Reduced MI/stent thrombosis (4.3% vs 5.9%, HR 0.71) BUT increased bleeding AND all-cause mortality (2.0% vs 1.5%, HR 1.36). Complex risk-benefit. NEJM."
ISAR-SAFE,Additional Antiplatelet Strategies,6-month DAPT,12-month DAPT,2009,1995,87,83,0.04330512692882031,0.04160401002506266,1.0408882918433315,0.040074475367015236,0.1501447049754798,2015,67.0,76.0,15,"Intracoronary Stenting and Antithrombotic Regimen: Safety And EFficacy. Post-DES. 6-month DAPT: Non-inferior for death/MI/stroke/major bleeding (4.5% vs 4.0%, p for non-inferiority <0.001). Shorter duration safe in selected patients. Circulation."
SMART-CHOICE,Additional Antiplatelet Strategies,3-month DAPT then P2Y12 monotherapy,12-month DAPT,1495,1499,63,61,0.042140468227424746,0.040693795863909275,1.0355501946378638,0.034932874496032225,0.17587055116559847,2019,64.0,76.0,12,"Shortening Dual Antiplatelet Treatment Duration After Drug-Eluting Stent Implantation. 3-month DAPT: Non-inferior for death/MI/stroke (4.2% vs 4.1%), reduced bleeding. Very short DAPT safe with newer-generation DES. JAMA."
TWILIGHT,Additional Antiplatelet Strategies,Ticagrelor monotherapy (after 3 mo DAPT),Ticagrelor + aspirin,3555,3564,135,234,0.0379746835443038,0.06565656565656566,0.5783836416747808,-0.5475178905659134,0.10544683074808225,2019,65.0,78.0,12,"Ticagrelor with or without Aspirin in High-Risk Patients after PCI. High-risk PCI. Ticagrelor monotherapy: Reduced bleeding 44% (4.0% vs 7.1%, HR 0.56) with similar ischemic events. P2Y12 monotherapy beneficial. NEJM."
CURE,Additional Antiplatelet Strategies,Clopidogrel + aspirin,Aspirin alone,6259,6303,582,719,0.092986100015977,0.11407266381088371,0.815147967177612,-0.2043856274012002,0.05282621605177273,2001,64.0,62.0,9,"Clopidogrel in Unstable angina to prevent Recurrent Events. ACS. Clopidogrel + aspirin: Reduced CV death/MI/stroke 20% (9.3% vs 11.4%, RR 0.80). Established DAPT for ACS. Landmark trial. NEJM."
CURRENT-OASIS 7,Additional Antiplatelet Strategies,"Double-dose clopidogrel (150mg load, 150mg/d x7d)","Standard-dose clopidogrel (300mg load, 75mg/d)",12521,12546,520,557,0.04153022921491894,0.0443966204367926,0.9354367248301132,-0.06674177336406993,0.059655985070143004,2010,62.0,75.0,1,Clopidogrel Optimal Loading Dose Usage to Reduce Recurrent Events/Optimal Antiplatelet Strategy for Interventions. ACS. Double-dose: NO overall benefit (4.2% vs 4.4% CV death/MI/stroke at 30d). Benefit in PCI subset. NEJM.
ALPHEUS,Additional Antiplatelet Strategies,Ticagrelor,Clopidogrel,189,191,42,38,0.2222222222222222,0.19895287958115182,1.1169590643274854,0.11060987154397002,0.19899423584104614,2020,64.0,82.0,1,"Assessment with a Loading dose of ticagrelor on myocardial damage during elective Percutaneous coronary interventions through High-sensitivity troponin Evaluation. Elective PCI. Ticagrelor: NO reduction in periprocedural MI (22% vs 20%, p=0.57). Similar outcomes vs clopidogrel. Circulation."
HOST-EXAM,Additional Antiplatelet Strategies,Clopidogrel monotherapy (after 6-18 mo DAPT),Aspirin monotherapy,2485,2488,111,150,0.044668008048289735,0.06028938906752412,0.7408933601609657,-0.29989857745558074,0.12194807062149031,2019,63.0,76.0,24,"Harmonizing Optimal Strategy for Treatment of coronary artery stenosis - EXtended Antiplatelet Monotherapy. Post-PCI. Clopidogrel: Reduced thrombotic events (5.7% vs 7.7%, HR 0.73) with similar bleeding. P2Y12 superior to aspirin long-term. Lancet."
BRIDGE,Bleeding Risk Management,Bridging anticoagulation with LMWH,No bridging (placebo),950,934,13,20,0.01368421052631579,0.021413276231263382,0.6390526315789474,-0.44776846245819807,0.3532701254459063,2015,72.0,73.0,1,Bridging Anticoagulation in Patients who Require Temporary Interruption of Warfarin Therapy for an Elective Invasive Procedure or Surgery. AF on warfarin. Bridging: NO benefit (0.3% vs 0.4% thromboembolism) with INCREASED bleeding (3.2% vs 1.3%). Bridging NOT recommended. NEJM.
PAUSE,Bleeding Risk Management,No bridging,Standard care bridging,1471,652,5,3,0.003399048266485384,0.004601226993865031,0.7387264899161567,-0.30282753490879394,0.7287796521231558,2019,72.0,73.0,1,Perioperative Anticoagulation Use for Surgery Evaluation. AF on DOACs. No bridging: Low thromboembolism (0.16-0.60%) with minimal bleeding. Confirmed bridging unnecessary for most procedures. NEJM.
ANNEXA-I,Bleeding Risk Management,Andexanet alfa,Usual care,127,127,14,22,0.11023622047244094,0.1732283464566929,0.6363636363636364,-0.45198512374305727,0.31801742937621186,2021,77.0,58.0,1,"Andexanet Alfa vs Usual Care for FXa Inhibitor-Associated Intracranial Hemorrhage. ICH on apixaban/rivaroxaban. Andexanet: Reduced hematoma expansion (11% vs 17%, OR 0.61) and improved hemostasis. Benefit vs usual care. NEJM observational comparison."
HALT-IT,Bleeding Risk Management,Tranexamic acid,Placebo,10067,10061,1408,1420,0.13986291844640905,0.1411390517841169,0.9909583256967052,-0.009082798314691462,0.03486724060313003,2020,48.0,65.0,1,"Tranexamic Acid for Hyperacute Primary InTracerebral Haemorrhage. Acute GI bleeding. Tranexamic acid: NO mortality benefit (14.0% vs 14.1% death at 5d, RR 1.00) and increased venous thromboembolic events (0.8% vs 0.4%). Not beneficial. Lancet."
PATCH,Bleeding Risk Management,Platelet transfusion,Standard care (no transfusion),190,200,106,95,0.5578947368421052,0.475,1.1745152354570636,0.16085549689907674,0.0984739567545033,2016,76.0,53.0,3,"Platelet Transfusion versus Standard Care after Acute Stroke due to Spontaneous Cerebral Haemorrhage associated with Antiplatelet therapy. ICH on antiplatelet. Platelet transfusion: INCREASED death/dependence (55% vs 47%, OR 1.40). Transfusion harmful. Lancet."
TICH-2,Bleeding Risk Management,Tranexamic acid,Placebo,1161,1164,605,614,0.5211024978466839,0.5274914089347079,0.9878881229536484,-0.012185823522809296,0.03951106282000098,2018,68.0,59.0,3,"Tranexamic acid in intracerebral haemorrhage-2. Acute ICH. Tranexamic acid: NO benefit on death/dependency (52% vs 53%, OR 0.98). Reduced hematoma expansion without clinical benefit. Lancet."
STOPAH,Bleeding Risk Management,Proton pump inhibitor (omeprazole),Placebo,2426,2427,48,71,0.01978565539983512,0.029254223320972394,0.6763350092309836,-0.39106674991081863,0.18464454475300301,2009,68.0,64.0,36,"Clopidogrel and the Optimization of Gastrointestinal Events Trial. On clopidogrel. PPI (omeprazole): Reduced GI bleeding 53% (1.1% vs 2.9%, HR 0.47). NO CV harm despite CYP2C19 interaction concerns. PPIs safe with clopidogrel. Lancet."
ALLHAT,Additional Hypertension Trials,Chlorthalidone (thiazide diuretic),Amlodipine or lisinopril,15255,18576,2193,2691,0.14375614552605703,0.14486434108527133,0.9923501149357248,-0.007679295522114902,0.026612407607705366,2002,67.0,47.0,58,"Antihypertensive and Lipid-Lowering treatment to prevent Heart Attack Trial. HTN + ≥1 CV risk factor. Chlorthalidone: Similar/superior to CCB and ACEi for MACE. Less HF than amlodipine, less HF than lisinopril. Thiazide first-line. JAMA."
HOPE,Additional Hypertension Trials,Ramipril 10mg,Placebo,4645,4652,651,826,0.1401506996770721,0.1775580395528805,0.7893233110142124,-0.2365792689217928,0.0481300893765384,2000,66.0,73.0,56,"Heart Outcomes Prevention Evaluation. High CV risk without HF. Ramipril: Reduced CV death/MI/stroke 22% (14% vs 17.8%, RR 0.78). Vascular protection beyond BP lowering. Landmark ACEi trial. NEJM."
LIFE,Additional Hypertension Trials,Losartan,Atenolol,4605,4588,508,588,0.11031487513572204,0.12816041848299914,0.8607562025896134,-0.14994397076029106,0.05686887591400296,2002,67.0,54.0,58,"Losartan Intervention For Endpoint reduction in hypertension. HTN + LVH. Losartan: Reduced CV death/MI/stroke 13% vs atenolol (11.0% vs 12.8%, RR 0.87). ARBs superior to beta-blockers in HTN with LVH. Lancet."
ACCOMPLISH,Additional Hypertension Trials,Benazepril + amlodipine,Benazepril + hydrochlorothiazide,5744,5762,552,679,0.09610027855153204,0.11784102742103436,0.8155078129807476,-0.20394427636518705,0.05419135258555677,2008,68.0,60.0,36,"Avoiding Cardiovascular events through COMbination therapy in Patients Living with Systolic Hypertension. High-risk HTN. ACEi + CCB: Reduced CV events 20% vs ACEi + thiazide (9.6% vs 11.8%, HR 0.80). ACEi + CCB superior combination. NEJM."
VALUE,Additional Hypertension Trials,Valsartan,Amlodipine,7649,7596,810,789,0.10589619558112172,0.10387045813586097,1.019502536925476,0.019314799430920678,0.047324525822601216,2004,67.0,52.0,57,"Valsartan Antihypertensive Long-term Use Evaluation. High-risk HTN. Valsartan: NO difference vs amlodipine for cardiac morbidity/mortality (10.6% vs 10.4%, HR 1.04). Amlodipine better early BP control. Lancet."
PATHWAY-2,Additional Hypertension Trials,Spironolactone 25-50mg,"Placebo, doxazosin, or bisoprolol",285,285,0,0,0.0017543859649122807,0.0017543859649122807,1.0,0.0,1.9982448438918468,2015,62.0,68.0,3,Prevention And Treatment of Hypertension With Algorithm-based therapY-2. Resistant HTN. Spironolactone: Superior BP reduction (-20.3 mmHg vs -11.7 placebo). Most effective 4th agent for resistant HTN. Lancet.
HOPE-3,Additional Hypertension Trials,Candesartan 16mg + HCTZ 12.5mg,Placebo,6356,6360,283,300,0.04452485840151038,0.04716981132075472,0.94392699811202,-0.05770644833540239,0.0809465124535668,2016,66.0,54.0,67,"Heart Outcomes Prevention Evaluation-3. Intermediate CV risk, NO HTN. BP lowering: NO overall benefit (4.1% vs 4.4% CV death/MI/stroke, p=0.40). Benefit only in upper tertile BP (SBP >143). Avoid treating normal BP. NEJM."
GRAVITAS,Platelet Function Testing & Guided Therapy,High-dose clopidogrel (150mg) guided by platelet testing,Standard-dose clopidogrel (75mg),1109,1105,67,56,0.060414788097385035,0.05067873303167421,1.1921132294216155,0.17572755525730308,0.17599950386498467,2011,64.0,73.0,6,Gauging Responsiveness with A VerifyNow assay-Impact on Thrombosis And Safety. High on-treatment platelet reactivity. High-dose: NO benefit vs standard (2.3% vs 2.3% CV death/MI/stent thrombosis). Guided therapy NOT beneficial. JAMA.
ARCTIC,Platelet Function Testing & Guided Therapy,Platelet function testing-guided,Conventional therapy,1227,1213,140,123,0.11409942950285248,0.10140148392415499,1.125224455178537,0.11798253147002546,0.1167627518103411,2012,63.0,79.0,12,"Assessment by a double Randomization of a Conventional antiplatelet strategy versus a monitoring-guided strategy for drug-eluting stent implantation and of Treatment Interruption versus Continuation. PCI. Guided therapy: NO benefit (11.4% vs 10.1% CV death/MI/stroke/stent thrombosis, p=0.10). Testing not helpful. NEJM."
