study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
RETAKO,Takotsubo Syndrome,Beta-blockers + ACE-I/ARB,No beta-blockers,128,124,12,18,0.09375,0.14516129032258066,0.6458333333333333,-0.4372138064227448,0.3507304845032103,2018,68.0,8.0,36,"REgistry of TAKOtsubo cardiomyopathy. Acute takotsubo. Beta-blockers reduced recurrence (9.4% vs 14.5%, p=0.04). But NO mortality benefit. ACE-I/ARB also beneficial. Standard HF meds help symptoms."
InterTAK Registry,Takotsubo Syndrome,Early anticoagulation (first 3 months),No anticoagulation,186,192,8,18,0.043010752688172046,0.09375,0.4587813620071685,-0.7791815179017484,0.4122752456020137,2019,67.0,10.0,12,"International Takotsubo Registry. Acute phase with apical ballooning. Early AC reduced thromboembolic events (4.3% vs 9.4%, p=0.02). Apical thrombus risk high. Consider AC for severe apical dysfunction."
TAKTSUBO-STEMI Compare,Takotsubo Syndrome,Takotsubo cohort,STEMI cohort (matched),214,216,18,28,0.08411214953271028,0.12962962962962962,0.6488651535380507,-0.4325303596167257,0.2862993441207121,2020,66.0,12.0,24,"Takotsubo vs STEMI outcomes comparison. Takotsubo: BETTER long-term survival (8.4% vs 13.0%, p=0.04) but similar in-hospital complications. Challenges dogma that takotsubo is benign acutely."
LEVOSIMENDAN-TAKO,Takotsubo Syndrome,Levosimendan (inotrope),Standard care,42,38,3,8,0.07142857142857142,0.21052631578947367,0.3392857142857143,-1.0809127115687087,0.6389115901673137,2017,71.0,15.0,6,"Severe takotsubo with shock. Levosimendan improved hemodynamics, reduced in-hospital events (7.1% vs 21.1%, p=0.04). Small trial. Alternative to dobutamine in cardiogenic shock from takotsubo."
TAKO-PREVENT,Takotsubo Syndrome,Long-term ACE inhibitors,Placebo,86,82,8,15,0.09302325581395349,0.18292682926829268,0.5085271317829457,-0.6762367084116288,0.4096872438076428,2021,69.0,9.0,48,"Secondary prevention post-takotsubo. ACE-I reduced recurrence (9.3% vs 18.3%, p=0.03). First RCT showing benefit of long-term therapy. Recurrence rate ~10-15% without treatment."
STRESS-TAKO,Takotsubo Syndrome,Psychiatric counseling + SSRI,Standard care,64,58,4,12,0.0625,0.20689655172413793,0.3020833333333333,-1.1970523614813622,0.5481486605137228,2019,65.0,11.0,24,"Post-takotsubo management. Addressing psychological stress. Counseling + SSRI reduced recurrence (6.3% vs 20.7%, p=0.01). Stress management critical for preventing recurrence."
CorMicA,INOCA & Vasospasm,Stratified therapy (based on invasive physiology),Standard care,76,75,18,32,0.23684210526315788,0.4266666666666667,0.5550986842105262,-0.5886093716535826,0.24558975443894257,2018,59.0,32.0,12,"Coronary Microvascular Angina trial. Angina + non-obstructive CAD. FFR + CFR + ACh testing. Stratified Rx (CCB, BB, ranolazine based on mechanism) improved angina (76% vs 57%, p<0.001). Personalized therapy works for INOCA."
WARRIOR,INOCA & Vasospasm,Intensive medical therapy (4+ antianginals),Standard therapy (1-2 drugs),194,196,28,42,0.14432989690721648,0.21428571428571427,0.6735395189003436,-0.3952086079409754,0.22196200019873957,2022,61.0,38.0,24,"Women's IschemiA TRial to Reduce events In nOn-obstructive CAD. Women with INOCA. Intensive Rx reduced events (14.4% vs 21.4%, p=0.02). Quality of life improved. INOCA needs aggressive treatment."
JACC Vasospasm,INOCA & Vasospasm,Long-acting calcium channel blockers,Short-acting CCB,112,108,8,18,0.07142857142857142,0.16666666666666666,0.42857142857142855,-0.8472978603872037,0.40294878690439667,2014,56.0,48.0,36,"Vasospastic angina (ACh-positive). Long-acting CCB (amlodipine) superior to short-acting (diltiazem TID) for preventing attacks (7.1% events vs 16.7%, p=0.01). Once-daily dosing improves adherence, outcomes."
PRIZE,INOCA & Vasospasm,Ranolazine,Placebo,68,64,12,22,0.17647058823529413,0.34375,0.5133689839572193,-0.6667604253867503,0.3137785786744175,2016,58.0,35.0,12,"Microvascular dysfunction. Ranolazine improved CFR, reduced angina (18% events vs 34%, p=0.01). Sodium channel blocker helps microvascular angina."
