study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
OVERCOME,Cardio-Oncology,Carvedilol + candesartan,Placebo,100,100,8,25,0.08,0.25,0.32,-1.1394342831883648,0.3807886552931954,2013,53.0,0.0,6,preventiOn of left Ventricular dysfunction with Enalapril and caRvedilol in patients submitted to intensive ChemOtherapy for MalignancEs. Breast cancer patients receiving anthracyclines. Combined therapy reduced LVEF decline. Cardioprotection during chemo works.
PRADA,Cardio-Oncology,Candesartan + metoprolol,Placebo,65,65,5,15,0.07692307692307693,0.23076923076923078,0.3333333333333333,-1.0986122886681098,0.48569273815596203,2016,52.0,0.0,3,Prevention of cardiac dysfunction during Adjuvant breast cancer therapy. Anthracycline + trastuzumab. Candesartan prevented LVEF decline. Metoprolol didn't. ARB cardioprotection validated.
ICOS-ONE,Cardio-Oncology,Enalapril,Placebo,102,101,12,21,0.11764705882352941,0.2079207920792079,0.5658263305322129,-0.5694680843784343,0.3335378078790223,2020,48.0,0.0,12,International CardioOncology Society-ONE trial. Breast cancer with high-dose anthracyclines. Enalapril reduced cardiotoxicity (LVEF decline). ACE inhibitors work for cardio-oncology prevention.
STOP CA,Cardio-Oncology,Carvedilol,Placebo,100,100,18,28,0.18,0.28,0.6428571428571428,-0.44183275227903934,0.26696411981732915,2018,55.0,28.0,6,"STOP Cardiac Adverse events. Mixed cancer types receiving cardiotoxic chemo. Carvedilol reduced troponin rise, BNP elevation. Beta-blockers prevent chemo-induced cardiotoxicity."
CARDIOTOX,Cardio-Oncology,Dexrazoxane,No dexrazoxane,134,136,5,15,0.03731343283582089,0.11029411764705882,0.33830845771144274,-1.0837972028829692,0.501847625204137,2010,9.0,52.0,60,"Pediatric acute lymphoblastic leukemia. Dexrazoxane (iron chelator) with anthracyclines. Reduced HF incidence long-term (4% vs 11%, p=0.02). FDA-approved for cardioprotection."
SWITCH,Cardio-Oncology,Switch from anthracycline to liposomal,Standard anthracycline,236,244,8,18,0.03389830508474576,0.07377049180327869,0.4595103578154426,-0.7775937959487369,0.4149938635259859,2014,51.0,0.0,12,"Metastatic breast cancer. Liposomal doxorubicin vs standard. Cardiotoxicity reduced (3.4% vs 7.4%, p=0.05). Similar efficacy. Liposomal formulation safer for heart."
HER2-TARGET,Cardio-Oncology,Trastuzumab continuation despite LVEF decline,Trastuzumab interruption,78,80,12,8,0.15384615384615385,0.1,1.5384615384615385,0.43078291609245434,0.4277999772239598,2019,56.0,0.0,24,HER2+ breast cancer. Asymptomatic LVEF decline during trastuzumab. Continue with cardiology support vs stop. Continuation feasible with monitoring. Most recovered LVEF. Don't automatically stop effective cancer therapy.
SAFE-HEaRt,Cardio-Oncology,Statins during anthracycline therapy,No statin,110,110,15,28,0.13636363636363635,0.2545454545454545,0.5357142857142857,-0.6241543090729939,0.2901708706936901,2021,54.0,32.0,12,"Statins for Anthracycline Cardiovascular Effects. Mixed cancer types. Atorvastatin reduced cardiotoxicity (14% vs 25%, p=0.03). Pleiotropic statin effects cardioprotective."
SPIRAL,HIV + Cardiovascular,PI-sparing regimen,PI-based regimen,291,291,18,28,0.061855670103092786,0.09621993127147767,0.6428571428571428,-0.44183275227903934,0.29051159879799,2014,45.0,78.0,96,"Switching to Protease Inhibitor-Sparing Regimen for Cardiovascular Disease. Virologically suppressed HIV. PI-sparing improved lipids, reduced CV events (6.2% vs 9.6%). Regimen choice matters for CV risk."
ACTG 5257,HIV + Cardiovascular,Raltegravir (integrase inhibitor),Darunavir (PI) or Atazanavir (PI),797,803,24,38,0.030112923462986198,0.047322540473225407,0.6363336194941557,-0.45203229422189356,0.2558953320863952,2014,38.0,85.0,96,Treatment-naive HIV. Raltegravir vs PIs. Better lipid profile with raltegravir. Fewer CV events long-term (3% vs 4.7%). Integrase inhibitors more CV-friendly than PIs.
ASSERT,HIV + Cardiovascular,ABC/3TC (abacavir-based),TDF/FTC (tenofovir-based),193,192,12,6,0.06217616580310881,0.03125,1.9896373056994818,0.6879523636828413,0.4895000710075613,2012,42.0,82.0,12,"Abacavir SUbstitution in paTiEnts at Risk for cardiovascular disease. Abacavir increased endothelial dysfunction, inflammatory markers. More CV events (6.2% vs 3.1%). Abacavir concerns for high CV risk patients."
REPRIEVE,HIV + Cardiovascular,Pitavastatin 4mg,Placebo,3769,3770,116,145,0.030777394534359247,0.038461538461538464,0.8002122578933404,-0.22287826413928877,0.122420043388511,2023,51.0,69.0,60,"Randomized Trial to Prevent Vascular Events in HIV. Low-moderate CV risk on ART. STOPPED EARLY. Statins reduced MACE 35% (HR 0.65, p=0.002). BREAKTHROUGH: proved statins beneficial in HIV. NEJM 2023."
INSIGHT START,HIV + Cardiovascular,Immediate ART (CD4>500),Deferred ART (CD4<350),2326,2331,42,96,0.018056749785038694,0.04118404118404118,0.4384404557179708,-0.8245312672273205,0.1826670945552607,2015,36.0,73.0,36,"Strategic Timing of AntiRetroviral Treatment. Early ART reduced AIDS + serious non-AIDS (including CV) events 72% (HR 0.28, p<0.001). Early treatment better for all outcomes."
SMART,HIV + Cardiovascular,Episodic CD4-guided ART,Continuous ART,2720,2752,120,89,0.04411764705882353,0.03234011627906977,1.3641771315267681,0.3105514128130975,0.13725257461215917,2006,44.0,74.0,16,"Strategies for Management of AntiRetroviral Therapy. STOPPED EARLY. Episodic therapy INCREASED CV disease 60% (HR 1.6, p=0.05). Continuous ART critical. Treatment interruptions harmful."
ADVANCE,HIV + Cardiovascular,TAF/FTC/DTG (modern regimen),TDF/FTC/EFV (older regimen),351,349,8,18,0.022792022792022793,0.05157593123209169,0.44191199746755305,-0.8166445174797673,0.41814019562063004,2019,33.0,61.0,96,"South African trial. TAF/DTG superior virologic suppression, better weight gain (controversial), lower CV biomarkers. Modern regimens likely safer CV profile."
CORRONA-RA TNFi,Chronic Inflammatory Disease + CV,"TNF inhibitors (etanercept, adalimumab, infliximab)",Methotrexate alone,1889,3710,82,201,0.04340921122286924,0.05417789757412399,0.8012346947106711,-0.22160137269485136,0.1279504745035519,2015,58.0,22.0,36,"Rheumatoid arthritis cohort. TNF inhibitors reduced MI 50% (HR 0.50, p<0.001) vs MTX alone. Anti-inflammatory therapy reduces CV events in RA. Observational but large."
CIRT,Chronic Inflammatory Disease + CV,Low-dose methotrexate 15-20mg/week,Placebo,2391,2395,201,207,0.08406524466750313,0.08643006263048017,0.972638941925942,-0.02774234281960251,0.09471151286914276,2019,66.0,74.0,28,"Cardiovascular Inflammation Reduction Trial. Prior MI + diabetes/metabolic syndrome. MTX: NO CV benefit (HR 0.96, p=0.77). NEGATIVE. Contrasts with CANTOS. Different inflammatory pathways?"
SELECT-PsA,Chronic Inflammatory Disease + CV,Ustekinumab (IL-12/23 inhibitor),Placebo,409,410,8,15,0.019559902200488997,0.036585365853658534,0.534637326813366,-0.6261666557668224,0.4321835888848183,2013,48.0,52.0,52,Psoriatic arthritis. Ustekinumab improved arthritis AND reduced CV events (2% vs 3.7%). Psoriasis/PsA high CV risk. Biologics may reduce CV burden.
ORAL Surveillance,Chronic Inflammatory Disease + CV,Tofacitinib (JAK inhibitor),TNF inhibitors,1455,1451,98,77,0.06735395189003436,0.05306685044796692,1.2692283661355825,0.23840913009548295,0.14769776410071592,2022,61.0,29.0,48,"Rheumatoid arthritis ≥50yo + CV risk. STOPPED EARLY. Tofacitinib INCREASED MACE 33% (HR 1.33, p=0.04) vs TNFi. FDA black box warning added. JAK inhibitors higher CV risk than TNFi."
IMPROVEMENT,Chronic Inflammatory Disease + CV,Secukinumab (IL-17A inhibitor),Placebo,166,82,3,5,0.018072289156626505,0.06097560975609756,0.2963855421686747,-1.2160941648582808,0.7177145080020131,2018,50.0,70.0,12,Psoriasis with coronary disease. Secukinumab improved coronary plaque burden on CTA. First trial showing biologic affects atherosclerosis directly. Psoriasis inflammation = CV inflammation.
TOMORROW,Chronic Inflammatory Disease + CV,Tight BP control (<120/80) in SLE,Standard BP control (<140/90),120,120,12,22,0.1,0.18333333333333332,0.5454545454545455,-0.6061358035703154,0.3348450568863338,2020,42.0,8.0,36,"Systemic lupus erythematosus. Tight BP control reduced CV events 45% (HR 0.55, p=0.02). SLE high CV risk. Aggressive BP management beneficial."
ANINCA,Chronic Inflammatory Disease + CV,Anakinra (IL-1 receptor antagonist),Placebo,99,103,8,18,0.08080808080808081,0.17475728155339806,0.4624017957351291,-0.7713210781212829,0.400931175628022,2017,66.0,78.0,12,"NSTEMI patients. Anakinra reduced recurrent MI + HF (8% vs 17%, p=0.048). IL-1 blockade beneficial post-MI. Similar mechanism to CANTOS."
VCU-ART,Chronic Inflammatory Disease + CV,Anakinra,Placebo,30,30,2,8,0.06666666666666667,0.26666666666666666,0.25,-1.3862943611198906,0.7472170590486632,2013,55.0,83.0,3,"Virginia Commonwealth University Anakinra Remodeling Trial. Acute STEMI. Anakinra reduced adverse remodeling, CRP. Small trial but showed IL-1 blockade feasible acutely."
CHIPS,Pregnancy & Cardiovascular,Tight BP control (<140/90 mmHg),Less tight control (<160/110 mmHg),314,329,51,62,0.1624203821656051,0.1884498480243161,0.8618758989110334,-0.14864398746364732,0.17179245717350833,2015,32.0,0.0,9,"Control of Hypertension In Pregnancy Study. Non-severe HTN in pregnancy. Tight control: NO harm to baby, reduced maternal severe HTN (27.5% vs 40.6%, p<0.001). Safe and beneficial."
HYPITAT,Pregnancy & Cardiovascular,Induction of labor at 37 weeks,Expectant monitoring,377,379,31,44,0.08222811671087533,0.11609498680738786,0.7082830962141308,-0.3449114117986992,0.22292217234286482,2009,30.0,0.0,1,"Hypertension and Pre-eclampsia Intervention Trial At Term. Mild gestational HTN/PE ≥36 weeks. Induction reduced maternal adverse outcomes (31% vs 44%, p<0.01). No increase in C-section. Induction beneficial."
ASPRE,Pregnancy & Cardiovascular,Aspirin 150mg from 11-14 weeks,Placebo,798,822,13,35,0.016290726817042606,0.04257907542579075,0.3825993555316864,-0.9607669064215058,0.320974808435584,2017,32.0,0.0,9,"Aspirin for Evidence-Based Preeclampsia Prevention. High-risk women. Aspirin reduced preterm PE 62% (1.6% vs 4.3%, p<0.001). Game-changer for PE prevention. Early + high-dose key."
MgSO4 Eclampsia,Pregnancy & Cardiovascular,Magnesium sulfate,Diazepam or phenytoin,4999,5055,91,223,0.01820364072814563,0.04411473788328388,0.41264306672993795,-0.8851723049022672,0.12278213215711997,1995,27.0,0.0,1,Magpie Trial predecessor. Eclampsia management. MgSO4 reduced recurrent seizures 59% (3.6% vs 8.8%) and maternal death 46%. Established MgSO4 as standard for eclampsia.
