study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
CHANCE,Antiplatelet for Stroke,Clopidogrel + aspirin,Aspirin alone,2584,2586,212,303,0.08204334365325078,0.11716937354988399,0.7002115072188334,-0.3563728364080463,0.08510943930363506,2013,62.0,69.0,3,Minor stroke/TIA. DAPT for 21 days reduces stroke by 32%
POINT,Antiplatelet for Stroke,Clopidogrel + aspirin,Aspirin alone,2525,2499,121,160,0.04792079207920792,0.06402561024409764,0.7484628712871287,-0.2897336805115936,0.1171249893999199,2018,65.0,59.0,3,"Minor stroke/TIA. DAPT for 90 days, benefit but increased bleeding"
FASTER,Antiplatelet for Stroke,Clopidogrel + aspirin,Aspirin alone,196,196,21,28,0.10714285714285714,0.14285714285714285,0.75,-0.2876820724517809,0.27042420694287017,2007,68.0,60.0,3,"TIA or minor stroke within 24h. Small trial, trend favoring DAPT"
MATCH,Antiplatelet for Stroke,Clopidogrel + aspirin,Clopidogrel alone,3797,3802,596,587,0.1569660258098499,0.1543924250394529,1.0166692165741895,0.016531810053825452,0.05343261722218581,2004,66.0,71.0,18,"High CV risk. No benefit of adding aspirin to clopidogrel, more bleeding"
WARSS,Antiplatelet for Stroke,Warfarin (INR 1.4-2.8),Aspirin 325mg,1103,1103,196,176,0.17769718948322757,0.15956482320942883,1.1136363636363638,0.10763066419236555,0.09471336954604054,2001,63.0,63.0,25,Non-cardioembolic stroke. Warfarin no better than aspirin
ESPRIT,Antiplatelet for Stroke,Aspirin + dipyridamole,Aspirin alone,1376,1363,173,216,0.1257267441860465,0.15847395451210564,0.7933590385443584,-0.2314793999831423,0.09460209590203877,2006,63.0,64.0,42,TIA or minor stroke. Combination reduces events by 20%
CAPRIE-Stroke,Antiplatelet for Stroke,Clopidogrel 75mg,Aspirin 325mg,6431,6455,939,1021,0.14601150676411134,0.1581719597211464,0.9231187817456795,-0.0799973618105228,0.04164107558373913,1996,63.0,70.0,23,"Recent stroke, MI, or PAD. Clopidogrel 8.7% better (subset: stroke patients)"
PRoFESS,Antiplatelet for Stroke,Aspirin + dipyridamole,Clopidogrel,10181,10151,916,898,0.0899715155682153,0.0884641907201261,1.017038813511084,0.016895281049165836,0.04481689594870072,2008,66.0,63.0,30,Recent stroke. Aspirin-ER-dipyridamole vs clopidogrel - equivalent
CSPS 2,Antiplatelet for Stroke,Cilostazol + aspirin,Aspirin alone,1337,1336,121,163,0.09050112191473449,0.1220059880239521,0.7417760667367195,-0.2987078782153733,0.11359131122026295,2010,65.0,70.0,29,"Japanese post-stroke. Cilostazol+aspirin superior, less bleeding"
SOCRATES,Antiplatelet for Stroke,"Ticagrelor 180mg load, 90mg bid","Aspirin 300mg load, 100mg daily",6589,6604,442,497,0.06708149946881166,0.07525741974560872,0.8913606086358797,-0.11500620989273175,0.06301844488247951,2016,65.0,64.0,3,Minor stroke/TIA. Ticagrelor not superior to aspirin (p=0.07)
NINDS,Acute Stroke Treatment,t-PA within 3h,Placebo,312,312,125,163,0.40064102564102566,0.5224358974358975,0.7668711656441718,-0.2654364635044612,0.08789034597097092,1995,67.0,54.0,3,Landmark trial - established t-PA for acute ischemic stroke <3h
ECASS III,Acute Stroke Treatment,t-PA 3-4.5h,Placebo,418,403,185,219,0.44258373205741625,0.543424317617866,0.8144349041969805,-0.20526077531624948,0.07139944940471235,2008,65.0,57.0,3,"Extended window to 4.5 hours, 16% absolute benefit"
IST-3,Acute Stroke Treatment,t-PA within 6h,Control,1515,1520,554,534,0.36567656765676565,0.3513157894736842,1.0408771214200072,0.04006374368394157,0.048577284652517844,2012,77.0,47.0,6,"Elderly patients, extended window. Benefit less clear in extended window"
WAKE-UP,Acute Stroke Treatment,t-PA (MRI-guided),Placebo,254,249,126,149,0.49606299212598426,0.5983935742971888,0.828991174760873,-0.1875457695478101,0.0818220337160916,2018,65.0,62.0,3,"Wake-up stroke, MRI selection. Thrombolysis beneficial"
MR CLEAN,Acute Stroke Treatment,Thrombectomy + usual care,Usual care alone,233,267,103,163,0.44206008583690987,0.6104868913857678,0.7241106927512572,-0.32281100774257776,0.08835464528596607,2015,65.0,58.0,3,First positive thrombectomy trial - game changer
ESCAPE,Acute Stroke Treatment,Thrombectomy + t-PA,t-PA alone,165,150,83,110,0.503030303030303,0.7333333333333333,0.6859504132231405,-0.3769499378001431,0.091716024416242,2015,71.0,49.0,3,"Rapid imaging, fast treatment. 31% absolute benefit!"
EXTEND-IA,Acute Stroke Treatment,Thrombectomy + t-PA,t-PA alone,35,35,15,28,0.42857142857142855,0.8,0.5357142857142857,-0.6241543090729939,0.21269248984883138,2015,69.0,57.0,3,Stopped early - dramatic benefit of thrombectomy
SWIFT PRIME,Acute Stroke Treatment,Thrombectomy + t-PA,t-PA alone,98,98,36,61,0.3673469387755102,0.6224489795918368,0.5901639344262295,-0.5273549257172012,0.1541527071945948,2015,67.0,51.0,3,Solitaire device. 25% absolute improvement in functional outcome
DAWN,Acute Stroke Treatment,Thrombectomy 6-24h,Medical therapy,107,99,49,79,0.45794392523364486,0.797979797979798,0.5738790961788713,-0.5553365386837112,0.11670298462281897,2018,70.0,52.0,3,Extended window with perfusion imaging. 27% absolute benefit
DEFUSE-3,Acute Stroke Treatment,Thrombectomy 6-16h,Medical therapy,92,90,31,58,0.33695652173913043,0.6444444444444445,0.522863568215892,-0.6484347127800485,0.16588781600217492,2018,70.0,57.0,3,Extended window. 28% absolute improvement with thrombectomy
SPARCL,Stroke Secondary Prevention,Atorvastatin 80mg,Placebo,2365,2366,265,311,0.11205073995771671,0.13144547759932376,0.8524503239226936,-0.15964034258071322,0.07838068473470382,2006,63.0,60.0,58,Stroke/TIA without CHD. Statin reduces stroke by 16%
SPS3,Stroke Secondary Prevention,Aspirin + clopidogrel,Aspirin alone,1517,1516,125,138,0.08239947264337508,0.09102902374670185,0.9052000038214247,-0.09959936100111894,0.11801504320885131,2012,63.0,63.0,42,"Lacunar stroke. DAPT no benefit, more bleeding"
PATS,Stroke Secondary Prevention,Indapamide 2.5mg,Placebo,2841,2861,183,246,0.06441393875395987,0.08598392170569731,0.749139344614143,-0.28883027189501964,0.09395746192478796,1995,60.0,67.0,24,Chinese post-stroke. BP lowering reduces recurrent stroke by 29%
HOPE-Stroke,Stroke Secondary Prevention,Ramipril,Placebo,1013,1015,156,226,0.1539980256663376,0.22266009852216748,0.6916283011120915,-0.36870660479554446,0.09414163088266018,2000,66.0,70.0,56,Subset with prior stroke from HOPE. ACE-I beneficial
PICSS,Stroke Secondary Prevention,Warfarin,Aspirin,265,266,52,46,0.19622641509433963,0.17293233082706766,1.1347005742411815,0.12636880488780944,0.18285763933631777,2004,63.0,62.0,24,Patent foramen ovale. Warfarin no better than aspirin
CAPRIE-PAD,PAD Antiplatelet Therapy,Clopidogrel 75mg,Aspirin 325mg,6431,6455,939,1021,0.14601150676411134,0.1581719597211464,0.9231187817456795,-0.0799973618105228,0.04164107558373913,1996,63.0,72.0,23,PAD subset. Clopidogrel 23.8% better than aspirin in PAD
EUCLID,PAD Antiplatelet Therapy,Ticagrelor 90mg bid,Clopidogrel 75mg,6930,6942,751,740,0.10836940836940837,0.1065975223278594,1.0166222066222066,0.016485569803701937,0.04893422548658953,2017,66.0,74.0,30,Symptomatic PAD. Ticagrelor non-inferior to clopidogrel
TRA 2°P-TIMI 50,PAD Antiplatelet Therapy,Vorapaxar,Placebo,13225,13224,1028,1176,0.07773156899810964,0.08892921960072596,0.8740835615909879,-0.13457929966910198,0.04088848652792917,2012,60.0,72.0,30,"MI, stroke, or PAD. PAR-1 antagonist reduces events but increases bleeding"
COMPASS-PAD,PAD Antiplatelet Therapy,Rivaroxaban 2.5mg + aspirin,Aspirin alone,3787,3801,251,350,0.06627937681542118,0.09208103130755065,0.719794032215474,-0.3287901742642215,0.07946103874900723,2018,68.0,72.0,21,CAD or PAD. Low-dose rivaroxaban + aspirin reduces limb events by 46%
VOYAGER PAD,PAD Antiplatelet Therapy,Rivaroxaban 2.5mg + aspirin,Aspirin alone,3286,3278,508,584,0.1545952525867316,0.1781574130567419,0.8677452705125106,-0.14185707454318347,0.05542063945244703,2020,67.0,71.0,28,Post-revascularization for PAD. Rivaroxaban reduces limb/CV events by 15%
CASPAR,PAD Antiplatelet Therapy,Clopidogrel + aspirin,Aspirin alone,424,427,79,81,0.18632075471698112,0.18969555035128804,0.9822094106685302,-0.017950744208750466,0.14249033623267912,2010,63.0,76.0,36,"Post-revascularization. DAPT no overall benefit, possible benefit in prosthetic grafts"
BOA,PAD Antiplatelet Therapy,Oral anticoagulation,Aspirin,1339,1340,178,163,0.13293502613890965,0.12164179104477611,1.0928400921849015,0.08877989673910758,0.10129092855227662,2000,70.0,69.0,26,"Infrainguinal bypass. Anticoagulation no better than aspirin, more bleeding"
DUTCH BOA,PAD Antiplatelet Therapy,Oral anticoagulation,Aspirin,1226,1244,156,168,0.1272430668841762,0.13504823151125403,0.9422046143090189,-0.05953281535075379,0.10364901425764773,2004,69.0,68.0,21,Prosthetic infrapopliteal bypass. OAC no better than aspirin
CASTLE,PAD Antiplatelet Therapy,Cilostazol,Placebo,279,278,38,52,0.13620071684587814,0.18705035971223022,0.7281499862145023,-0.31724822698577015,0.19587038319157435,2003,66.0,68.0,24,Claudication. Cilostazol improves walking distance
PACE,PAD Antiplatelet Therapy,Pentoxifylline,Placebo,212,211,28,34,0.1320754716981132,0.16113744075829384,0.8196448390677026,-0.1988841556369034,0.23594434257934985,2004,68.0,67.0,12,Claudication. Modest improvement in walking distance
BASIL,PAD Revascularization,Surgery-first,Angioplasty-first,228,224,108,111,0.47368421052631576,0.4955357142857143,0.9559032716927452,-0.0450985512875155,0.09704647155719703,2005,72.0,66.0,37,Severe limb ischemia. Comparable amputation-free survival
BASIL-2,PAD Revascularization,Vein bypass,Best endovascular,345,345,132,138,0.3826086956521739,0.4,0.9565217391304348,-0.04445176257083381,0.09500017335813875,2023,70.0,70.0,24,Chronic limb-threatening ischemia. Surgery non-inferior to endovascular
BEST-CLI,PAD Revascularization,Surgery-first,Endovascular-first,889,897,287,325,0.3228346456692913,0.36231884057971014,0.8910236220472441,-0.11538434002522488,0.06573855063853108,2022,68.0,65.0,18,"CLTI. Surgery better with adequate vein, endovascular if no vein"
CLEVER,PAD Revascularization,Supervised exercise,Stenting,41,40,12,18,0.2926829268292683,0.45,0.6504065040650406,-0.4301577206985359,0.29916324136907235,2011,64.0,61.0,6,Aortoiliac disease. Exercise superior to stenting for walking distance
SUPERB,PAD Revascularization,Supervised exercise + optimal therapy,Optimal therapy alone,99,99,18,28,0.18181818181818182,0.2828282828282828,0.6428571428571429,-0.4418327522790392,0.2665854854785254,2017,68.0,69.0,12,Claudication. Exercise improves outcomes
EVAR-1,PAD Revascularization,Endovascular repair,Open repair,626,626,226,233,0.3610223642172524,0.3722044728434505,0.9699570815450644,-0.030503454293414625,0.0743083849623341,2005,74.0,92.0,48,AAA. EVAR lower perioperative mortality but similar long-term
DREAM,PAD Revascularization,Endovascular repair,Open repair,178,173,37,42,0.20786516853932585,0.24277456647398843,0.8562065275548423,-0.15524366143344992,0.1985906001996361,2005,70.0,91.0,25,"AAA. EVAR lower perioperative risk, similar long-term survival"
OVER,PAD Revascularization,Endovascular repair,Open repair,444,437,141,137,0.31756756756756754,0.3135011441647597,1.0129710001972776,0.012887597213408783,0.09925163415707537,2009,70.0,99.0,70,Veterans with AAA. No long-term survival difference
ACE,PAD Revascularization,Endovascular repair,Open repair,150,150,38,45,0.25333333333333335,0.3,0.8444444444444446,-0.16907633004393385,0.1876290978568439,2014,70.0,90.0,36,AAA in younger patients. Similar outcomes
IMPROVE,PAD Revascularization,Emergency EVAR strategy,Open repair strategy,316,297,112,126,0.35443037974683544,0.42424242424242425,0.8354430379746836,-0.17979311044059593,0.10165391795720753,2014,77.0,85.0,3,Ruptured AAA. EVAR strategy reduces mortality by 14%
CREST,Carotid Interventions,Carotid stenting,Carotid endarterectomy,1262,1240,90,86,0.07131537242472266,0.06935483870967742,1.0282681605425128,0.027875989574681407,0.1453966074157534,2010,69.0,65.0,48,Symptomatic or high-grade asymptomatic stenosis. Similar outcomes
ACT-1,Carotid Interventions,Carotid stenting,Carotid endarterectomy,720,725,48,51,0.06666666666666667,0.0703448275862069,0.9477124183006536,-0.0537041789718611,0.19409527875987032,2016,70.0,64.0,60,Asymptomatic stenosis. Stenting non-inferior to surgery
ICSS,Carotid Interventions,Carotid stenting,Carotid endarterectomy,855,853,96,60,0.11228070175438597,0.07033997655334115,1.5962573099415205,0.46766170780065447,0.1572940232415167,2010,70.0,71.0,12,Symptomatic stenosis. Surgery superior in perioperative period
EVA-3S,Carotid Interventions,Carotid stenting,Carotid endarterectomy,265,259,29,11,0.10943396226415095,0.04247104247104247,2.5766723842195542,0.9464987929014191,0.3431577782349051,2006,72.0,71.0,4,Symptomatic stenosis. STOPPED EARLY - stenting higher risk
SPACE,Carotid Interventions,Carotid stenting,Carotid endarterectomy,605,595,53,45,0.08760330578512397,0.07563025210084033,1.158310376492195,0.1469623712965906,0.19431052961595538,2006,68.0,70.0,24,Symptomatic stenosis. Non-inferiority not demonstrated
