study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
SAVOR-TIMI 53,DPP-4 Inhibitors,Saxagliptin,Placebo,8280,8212,613,609,0.07403381642512077,0.07415976619581101,0.9983016428293789,-0.0016998010141668284,0.05505280676900079,2013,65.0,67.0,25,Type 2 DM + CVD or high CV risk. Neutral for MACE but increased HF hospitalization
EXAMINE,DPP-4 Inhibitors,Alogliptin,Placebo,2701,2679,305,316,0.11292114031840059,0.11795446061963419,0.9573282750411239,-0.0436089212275074,0.07549661336850878,2013,61.0,68.0,18,Recent ACS. CV safety confirmed (non-inferior)
TECOS,DPP-4 Inhibitors,Sitagliptin,Placebo,7332,7339,839,851,0.11442989634478996,0.11595585229595312,0.9868401989123544,-0.013247158520700698,0.04576392099411336,2015,66.0,71.0,36,Established CVD. Neutral - CV safe without HF signal
CARMELINA,DPP-4 Inhibitors,Linagliptin,Placebo,3494,3485,434,420,0.12421293646250715,0.12051649928263988,1.0306716275519938,0.03021065532361318,0.0641244951461955,2019,66.0,63.0,28,High CV risk + CKD. CV safe
CAROLINA,DPP-4 Inhibitors,Linagliptin,Glimepiride,3023,3010,356,362,0.11776381078398941,0.12026578073089701,0.979196327237039,-0.021023118010277318,0.07005994981690224,2019,64.0,63.0,76,Head-to-head vs sulfonylurea. Non-inferior for CV safety
ORIGIN,Insulin Therapy,Insulin glargine,Standard care,6264,6273,574,592,0.09163473818646233,0.09437270843296668,0.9709876902764835,-0.029441488138334942,0.05578793514796592,2012,64.0,65.0,76,Impaired glucose tolerance or early T2DM. Neutral for CV
DEVOTE,Insulin Therapy,Insulin degludec,Insulin glargine,3818,3819,325,356,0.08512310110005239,0.09321811992668237,0.9131604581491576,-0.09084366558246953,0.0732266751623653,2017,65.0,61.0,24,"High CV risk. Degludec non-inferior, less severe hypoglycemia"
DIGAMI,Insulin Therapy,Insulin-glucose infusion,Standard care,306,314,102,138,0.3333333333333333,0.4394904458598726,0.7584541062801932,-0.2764729879170611,0.10294469946634613,1995,68.0,65.0,42,Diabetes + AMI. Intensive insulin reduced mortality by 29%
DIGAMI-2,Insulin Therapy,Acute insulin + long-term,Standard glucose control,474,473,93,92,0.1962025316455696,0.1945031712473573,1.0087369290038524,0.008698982901071965,0.13190293341401294,2005,68.0,66.0,26,Diabetes + ACS. No benefit (different design from DIGAMI)
HI-5,Insulin Therapy,Intensive insulin (glucose 72-108),Moderate (glucose 108-180),240,242,38,42,0.15833333333333333,0.17355371900826447,0.9123015873015873,-0.09178465574228746,0.20451507331143753,2009,63.0,76.0,6,"STEMI. Intensive control no benefit, more hypoglycemia"
