study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
REMATCH,LVAD,LVAD,Medical therapy,68,61,44,48,0.6470588235294118,0.7868852459016393,0.8223039215686275,-0.19564521799242512,0.11163010832528142,2001,67.0,89.0,13,Advanced HF. LVAD improved survival by 48% at 1 year
HeartMate II,LVAD,Continuous-flow LVAD,Pulsatile LVAD,200,130,71,65,0.355,0.5,0.71,-0.342490308946776,0.1295253439854966,2009,57.0,81.0,24,Bridge to transplant. Continuous-flow superior
MOMENTUM 3,LVAD,HeartMate 3 LVAD,HeartMate II LVAD,515,516,118,151,0.229126213592233,0.2926356589147287,0.782974345785379,-0.2446553475314331,0.10591204255672848,2017,60.0,78.0,24,Advanced HF. HM3 superior (less thrombosis)
ENDURANCE,LVAD,HVAD,HeartMate II,297,148,89,42,0.2996632996632997,0.28378378378378377,1.0559563892897228,0.05444688641018714,0.1578661418479069,2017,59.0,79.0,24,Bridge to transplant. Non-inferior for primary endpoint
REVIVE-IT,LVAD,Partial LVAD support,Full LVAD support,50,50,12,15,0.24,0.3,0.8,-0.2231435513142097,0.33166247903553997,2018,58.0,82.0,12,Partial vs full support - pilot trial
AVID,ICD Secondary Prevention,ICD,Antiarrhythmic drugs,507,509,80,122,0.15779092702169625,0.23968565815324164,0.6583244414265852,-0.41805739710003537,0.12945925297739255,1997,65.0,79.0,18,VF/VT arrest survivors. ICD reduces mortality by 31%
CIDS,ICD Secondary Prevention,ICD,Amiodarone,328,331,83,93,0.2530487804878049,0.2809667673716012,0.9006359821662733,-0.10465411836373885,0.12934818289820965,2000,64.0,85.0,36,Canadian trial. 20% mortality reduction with ICD
CASH,ICD Secondary Prevention,ICD,Amiodarone or metoprolol,99,92,36,44,0.36363636363636365,0.4782608695652174,0.7603305785123967,-0.27400196854770076,0.17185597221699656,2000,58.0,88.0,68,Cardiac arrest survivors. 23% mortality reduction
CABG-Patch,ICD Secondary Prevention,ICD,No ICD,446,454,101,95,0.226457399103139,0.2092511013215859,1.0822279915034223,0.0790218712620026,0.12642195319765356,1997,64.0,89.0,32,CABG with low EF. ICD no benefit (prophylactic at CABG)
DINAMIT,ICD Secondary Prevention,ICD,No ICD,332,342,62,58,0.18674698795180722,0.1695906432748538,1.1011632737847943,0.09636714264478877,0.1656332900338912,2004,62.0,76.0,30,Recent MI with low EF. ICD no overall benefit (too early post-MI)
