study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
GISSI-1,Early Thrombolysis,Streptokinase 1.5 million units IV,Standard care,5860,5852,628,758,0.10716723549488055,0.12952836637047163,0.8273649895989987,-0.1895093396052162,0.0506960322670864,1986,59.0,80.0,0,"Gruppo Italiano per lo Studio della Streptochinasi nell'Infarto Miocardico. FIRST mega-trial of thrombolysis. Mortality 10.7% vs 13.0% (18% reduction, p<0.0002). Launched thrombolysis era. Italy, 11,806 STEMI patients within 12h."
ISIS-2,Early Thrombolysis,Aspirin 160mg + streptokinase,Placebo,8592,8600,791,1029,0.09206238361266295,0.11965116279069768,0.7694232255285727,-0.2621141025734426,0.044759059358785644,1988,59.0,76.0,1,"Second International Study of Infarct Survival. LANDMARK 2x2 factorial trial. Combined aspirin + streptokinase reduced mortality 42% (9.2% vs 13.2%). Aspirin alone 23%, SK alone 25%. Most influential CV trial ever. Established ASA as essential."
GISSI-2,Early Thrombolysis,Alteplase (t-PA),Streptokinase,10396,10372,860,939,0.08272412466333205,0.09053220208252989,0.9137535899979553,-0.09019433906353537,0.04511262750715201,1990,60.0,78.0,0,"t-PA vs streptokinase. No significant difference in mortality (8.6% vs 9.2%, p=NS). t-PA more expensive but not more effective. Also tested heparin - no benefit with SK. Controversial - contradicted other trials showing t-PA benefit."
GUSTO-I,Early Thrombolysis,Accelerated t-PA,Streptokinase,10396,20162,653,1475,0.06281262023855329,0.07315742485864497,0.858595287626923,-0.15245761164498312,0.04542654040391689,1993,62.0,74.0,1,"Global Utilization of Streptokinase and t-PA for Occluded coronary arteries. Accelerated t-PA (90min) + IV heparin reduced mortality 14% vs SK (6.3% vs 7.3%, p<0.001). Lives saved: 10/1000 treated. Established t-PA superiority despite higher cost/ICH risk."
ISIS-3,Early Thrombolysis,t-PA or APSAC,Streptokinase,27841,13780,2843,1448,0.10211558492870228,0.10507982583454281,0.9717905803297773,-0.02861495007050681,0.03055915023012029,1992,60.0,76.0,1,"Third International Study of Infarct Survival. Largest thrombolytic trial: 41,299 patients. SK, t-PA, APSAC - no difference (10.6%, 10.3%, 10.5%). Contradicted GUSTO-I. Also tested heparin - no benefit. Showed aspirin essential for all."
LATE,Early Thrombolysis,t-PA 6-24h post-symptom,Placebo,2838,2842,232,270,0.0817477096546864,0.09500351864883885,0.8604703364393287,-0.15027613639500684,0.08549750189291044,1993,62.0,74.0,1,Late Assessment of Thrombolytic Efficacy. t-PA given 6-24h after symptom onset. Benefit in 6-12h window (8.9% vs 10.3%) but not 12-24h. Extended treatment window to 12h. Reinforced 'time is muscle' - earlier is better.
EMERAS,Early Thrombolysis,Streptokinase 6-24h,Placebo,2080,2079,248,268,0.11923076923076924,0.12890812890812892,0.9249282433983926,-0.07803911918322526,0.08247321769112993,1993,62.0,71.0,1,"Estudio Multicentrico Estreptoquinasa Republicas de America del Sur. Late SK (6-24h). Trend but not significant (11.9% vs 12.9%, p=0.23). Combined with LATE showed benefit up to 12h. Latin America, 4,159 patients."
ASSENT-2,Early Thrombolysis,Tenecteplase (TNK-t-PA),Alteplase (t-PA),8461,8488,519,525,0.06134026710790687,0.06185202639019793,0.9917260708798352,-0.008308348056416922,0.0599628339510652,1999,62.0,77.0,1,Assessment of the Safety and Efficacy of a New Thrombolytic. TNK (single bolus) equivalent to t-PA (90min infusion) for mortality (6.2% vs 6.2%). Easier dosing - single 5-sec bolus based on weight. Became preferred fibrinolytic.
Norwegian Multicenter,Early Beta-Blockers,Timolol 10mg bid,Placebo,945,939,98,152,0.1037037037037037,0.16187433439829607,0.6406432748538011,-0.4452824904611844,0.12107793034475141,1981,58.0,85.0,17,"FIRST definitive beta-blocker post-MI trial. Timolol reduced mortality 39% (10.4% vs 16.2%, p<0.001). Sudden death reduced 45%. Norway, started 7-28 days post-MI. Landmark trial that established beta-blocker benefit."
MIAMI,Early Beta-Blockers,Metoprolol IV→oral,Placebo,2877,2901,123,142,0.04275286757038582,0.04894863840055153,0.8734230198710512,-0.13533528165898703,0.12033304538496063,1985,59.0,78.0,0,"Metoprolol In Acute Myocardial Infarction. Early IV metoprolol within 24h of STEMI. Mortality trend (4.3% vs 4.9%, p=0.29 NS). Subgroup benefit in high-risk patients. Established safety of early beta-blockade."
ISIS-1,Early Beta-Blockers,Atenolol IV→oral,Control,8037,7990,317,367,0.039442578076396666,0.04593241551939925,0.8587089886387176,-0.15232519362968774,0.07503191847969463,1986,58.0,73.0,0,"First International Study of Infarct Survival. Atenolol IV 5-10mg then oral within 12h of STEMI. 7-day mortality reduced 15% (3.9% vs 4.6%, p=0.04). Vascular deaths reduced day 0-1 (121 vs 171). Early IV beta-blockade saves lives."
BHAT,Early Beta-Blockers,Propranolol 180-240mg daily,Placebo,1916,1921,138,188,0.0720250521920668,0.09786569495054659,0.7359581130902145,-0.3065820734349937,0.10734543712949424,1982,55.0,89.0,25,"Beta-Blocker Heart Attack Trial. US trial, started 5-21 days post-MI. Mortality reduced 26% (7.2% vs 9.8%, p<0.005). Sudden death reduced 28%. Confirmed Norwegian findings. Established long-term beta-blocker benefit."
Goteborg Metoprolol,Early Beta-Blockers,Metoprolol IV→oral,Placebo,698,697,40,62,0.05730659025787966,0.08895265423242468,0.6442369904797116,-0.43968862293300387,0.19560584672259232,1981,57.0,77.0,3,"Göteborg Metoprolol Trial. Early IV metoprolol <12h from symptom onset. 90-day mortality reduced 36% (5.7% vs 8.9%, p<0.03). Swedish trial. Showed benefit of very early beta-blockade in acute phase."
CAPRICORN,Early Beta-Blockers,Carvedilol 25mg bid,Placebo,975,984,116,151,0.11897435897435897,0.15345528455284552,0.775303107488538,-0.25450121965415334,0.11489693217497651,2001,63.0,73.0,16,"Carvedilol Post-Infarct Survival Control in LV dysfunction. Post-MI with EF≤40%. All-cause mortality reduced 23% (12% vs 15%, p=0.03). Proved third-generation beta-blocker benefit. Extended indication to LV dysfunction post-MI."
COMMIT-CCS-2,Early Beta-Blockers,Metoprolol IV→oral,Placebo,22929,22852,1774,1797,0.07736927035631733,0.07863644319971994,0.9838856795673698,-0.016245567980674856,0.03213733260990401,2005,61.0,74.0,1,"ClOpidogrel and Metoprolol in Myocardial Infarction Trial. Largest beta-blocker trial: 45,852 STEMI patients in China. Early IV metoprolol: NO benefit (7.7% vs 7.8%, p=0.69). Increased cardiogenic shock early. Changed practice - now avoid IV beta-blockers in acute STEMI."
CONSENSUS,Early ACE Inhibitors,Enalapril,Placebo,127,126,44,68,0.3464566929133858,0.5396825396825397,0.6419638721630385,-0.4432232507649587,0.14704635798167348,1987,71.0,71.0,6,"Cooperative North Scandinavian Enalapril Survival Study. FIRST ACE inhibitor mortality trial. Severe HF (NYHA IV). Mortality reduced 40% at 6mo (26% vs 44%, p=0.002), 31% at 1yr. Scandinavia, stopped early for benefit. Launched ACE inhibitor era in HF."
SOLVD Treatment,Early ACE Inhibitors,Enalapril 10mg bid,Placebo,1285,1284,452,510,0.35175097276264594,0.397196261682243,0.885584802014191,-0.12150705896555385,0.0511482881252931,1991,61.0,80.0,41,"Studies Of Left Ventricular Dysfunction - Treatment arm. Symptomatic HF with EF≤35%. Mortality reduced 16% (35.2% vs 39.7%, p=0.0036). Death/HF hosp reduced 26%. Established ACE inhibitors for all symptomatic HF."
SOLVD Prevention,Early ACE Inhibitors,Enalapril 10mg bid,Placebo,2111,2117,334,378,0.15821885362387494,0.17855455833726971,0.8861092939728658,-0.12091497935634271,0.06850867771688704,1992,59.0,89.0,37,"SOLVD Prevention arm. Asymptomatic LV dysfunction (EF≤35%) without HF symptoms. Mortality trend (14.8% vs 15.8%, p=0.30 NS). But HF development reduced 37%, death/HF reduced 29%. Established ACE inhibitors prevent HF in asymptomatic LV dysfunction."
SAVE,Early ACE Inhibitors,Captopril 50mg tid,Placebo,1115,1116,228,275,0.20448430493273542,0.246415770609319,0.8298344883815736,-0.1865290096650934,0.07892661284020112,1992,59.0,82.0,42,"Survival And Ventricular Enlargement. Post-MI with EF≤40% but no overt HF. All-cause mortality reduced 19% (20% vs 25%, p=0.019). CV mortality reduced 21%, severe HF reduced 37%. US trial. Proved ACE inhibitors prevent post-MI remodeling."
AIRE,Early ACE Inhibitors,Ramipril 5mg bid,Placebo,1014,982,170,222,0.16765285996055226,0.22606924643584522,0.7415995877534338,-0.29894582061868036,0.09155508840526107,1993,65.0,68.0,15,"Acute Infarction Ramipril Efficacy. Post-MI with clinical HF. Mortality reduced 27% (17% vs 23%, p=0.002). UK trial, started 3-10 days post-MI. Confirmed benefit in symptomatic post-MI patients. Stopped early for benefit."
TRACE,Early ACE Inhibitors,Trandolapril 4mg daily,Placebo,876,873,304,369,0.3470319634703196,0.422680412371134,0.8210268404053903,-0.19719947773109478,0.06093006565552435,1995,67.0,68.0,26,"TRAndolapril Cardiac Evaluation. Post-MI with LV dysfunction (WMA on echo). Mortality reduced 22% (34.7% vs 42.3%, p=0.001). Denmark. Confirmed class effect - all ACE inhibitors work. Broad LV dysfunction definition (not just EF)."
GISSI-3,Early ACE Inhibitors,Lisinopril 10mg daily,Control,9435,9460,580,652,0.06147323794382618,0.06892177589852008,0.8919276548291344,-0.11437025414291462,0.055192242895150026,1994,63.0,73.0,2,"Gruppo Italiano per lo Studio della Sopravvivenza nell'Infarto Miocardico. Early ACE inhibitor (within 24h) for all STEMI. 6-week mortality reduced 11% (6.3% vs 7.1%, p=0.03). Italy, 19,394 patients. Established early ACE inhibitor for all STEMI."
ISIS-4,Early ACE Inhibitors,Captopril 50mg bid,Placebo,29028,29022,2088,2231,0.07193054981397272,0.07687271724898354,0.9357097340659418,-0.06644996377699251,0.02929591405660405,1995,60.0,74.0,1,"Fourth International Study of Infarct Survival. Largest ACE inhibitor trial: 58,050 STEMI patients. Captopril started day 0-1. 5-week mortality reduced 7% (7.2% vs 7.7%, p=0.02). Confirmed early ACE inhibitor benefit. Combined with GISSI-3 established standard of care."
CDP Aspirin,Early Aspirin,Aspirin 972mg daily,Placebo,1529,3119,189,424,0.1236102027468934,0.13594100673292722,0.9092929772819823,-0.09508792949357439,0.08169980439615321,1980,52.0,100.0,60,"Coronary Drug Project Aspirin substudy. Post-MI men. Mortality reduced 24% (12.4% vs 16.0%, p=0.004). FIRST trial showing aspirin reduces mortality post-MI. High dose (972mg) - now know low dose (81mg) equally effective."
AMIS,Early Aspirin,Aspirin 1000mg daily,Placebo,2267,2257,246,247,0.10851345390383767,0.10943730615861763,0.9915581597609783,-0.00847767438560765,0.08502614908536256,1980,55.0,91.0,36,"Aspirin Myocardial Infarction Study. Post-MI patients. Total mortality neutral (10.8% vs 9.7%, p=NS). But CV mortality trended better. High dose aspirin. Inconclusive but suggested benefit. Swiss-US collaboration."
UK-TIA,Early Aspirin,Aspirin 300mg or 1200mg daily,Placebo,1621,806,161,104,0.09932140653917335,0.12903225806451613,0.7697409006785935,-0.2617013133859575,0.11819038372185905,1988,60.0,71.0,48,"United Kingdom Transient Ischaemic Attack aspirin trial. TIA/minor stroke. Combined endpoint (stroke/MI/vascular death) reduced 15% (15% vs 22%, p=0.001). No dose difference between 300mg vs 1200mg. Established aspirin for secondary stroke prevention."
RISC,Early Aspirin,Aspirin 75mg + heparin,Placebo,399,396,11,30,0.02756892230576441,0.07575757575757576,0.3639097744360902,-1.010849314499168,0.34526932393859044,1990,59.0,74.0,3,"Risk of myocardial Infarction and death during treatment with low dose aspirin and intravenous heparin in men with unstable coronary artery disease. Unstable angina. MI/death reduced 63% (3% vs 8%, p<0.001). Scandinavian trial. Low-dose aspirin (75mg) effective - don't need high dose."
Paris I,Early Aspirin,Aspirin 1000mg + dipyridamole,Placebo,543,542,41,65,0.07550644567219153,0.11992619926199262,0.6296075931435048,-0.4626585216856185,0.18996899802525383,1980,54.0,100.0,30,"French trial post-MI. Aspirin + dipyridamole reduced mortality 37% (7.5% vs 12.0%, p=0.02). Reinforced CDP findings. Later studies showed dipyridamole adds little - aspirin alone sufficient."
LRC-CPPT,Early Lipid Lowering,Cholestyramine 24g daily,Placebo,1906,1900,155,187,0.0813221406086044,0.09842105263157895,0.826267738804002,-0.19083641899495565,0.10367367903653948,1984,48.0,100.0,87,"Lipid Research Clinics Coronary Primary Prevention Trial. LANDMARK - first trial proving cholesterol lowering reduces CHD. Bile acid resin, cholesterol↓19%, CHD↓19% (8.1% vs 9.8%, p<0.05). Established lipid hypothesis but drug poorly tolerated. Paved way for statins."
Helsinki Heart Study,Early Lipid Lowering,Gemfibrozil 600mg bid,Placebo,2051,2030,56,84,0.027303754266211604,0.041379310344827586,0.6598407281001137,-0.415756794144712,0.1696517812579587,1987,47.0,100.0,60,"Primary prevention with fibrate. Non-fatal MI+CHD death reduced 34% (2.7% vs 4.1%, p<0.02). LDL↓11%, HDL↑11%, TG↓35%. Finland, dyslipidemic men. Showed fibrates reduce events but post-hoc concerns about non-CV mortality."
Stockholm Ischemic Heart Disease,Early Lipid Lowering,Clofibrate + niacin,Usual care,279,276,36,65,0.12903225806451613,0.23550724637681159,0.5478908188585608,-0.6016792475437427,0.18961797215959003,1988,56.0,100.0,60,"Secondary prevention trial post-MI. Combined clofibrate + niacin. Total mortality reduced 26% (13% vs 21%, p<0.05). Cholesterol↓13%. Swedish trial. Combination therapy more effective than monotherapy."
CDP Niacin,Early Lipid Lowering,Niacin 3g daily,Placebo,1119,2789,241,638,0.21537086684539766,0.22875582646109716,0.9414880056924986,-0.060293670538571216,0.06681743194106493,1986,52.0,100.0,180,"Coronary Drug Project Niacin arm. Post-MI men. At 15-year follow-up: mortality reduced 11% (52% vs 58%, p=0.0004). No benefit during active treatment (5yr) but long-term mortality benefit emerged. Showed lipid lowering has legacy effect."
WHO Clofibrate,Early Lipid Lowering,Clofibrate 1.6g daily,Placebo,5331,5296,174,127,0.032639279684862126,0.023980362537764352,1.3610836630789749,0.30828119355002076,0.11508578698254995,1978,48.0,100.0,64,World Health Organization clofibrate trial. Primary prevention. Non-fatal MI reduced 20% but TOTAL MORTALITY INCREASED 25% (p=0.05). Cholesterol↓9%. Major concern - stopped using clofibrate. Showed not all lipid-lowering is beneficial.
