study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
COMPANION,CRT Additional,CRT-D,Optimal medical therapy,595,308,131,92,0.22016806722689075,0.2987012987012987,0.7370843989769821,-0.3050528764199441,0.11651492388526902,2004,67.0,68.0,16,Advanced HF. CRT-D reduces mortality by 36%
CARE-HF,CRT Additional,CRT-P,Medical therapy,409,404,82,120,0.20048899755501223,0.297029702970297,0.6749796251018746,-0.3930727735994444,0.12493286190886385,2005,67.0,73.0,29,HF with dyssynchrony. CRT reduces mortality by 36%
MADIT-CRT,CRT Additional,CRT-D,ICD,1089,731,187,185,0.1717171717171717,0.253077975376197,0.6785148785148786,-0.3878488714069201,0.09201486992143815,2009,65.0,75.0,29,Mild HF (NYHA I-II). CRT reduces HF events by 41%
RAFT,CRT Additional,CRT-D,ICD,894,904,229,281,0.25615212527964204,0.3108407079646018,0.8240623532127985,-0.1935090805608439,0.07550343148067193,2010,66.0,83.0,40,Mild-moderate HF. CRT reduces death/HF hospitalization by 25%
REVERSE,CRT Additional,CRT-ON,CRT-OFF,191,419,28,38,0.14659685863874344,0.09069212410501193,1.6164232570956185,0.48021584232432596,0.23325487829595407,2008,62.0,73.0,12,Asymptomatic/mild HF. CRT prevents LV remodeling
MIRACLE,CRT Additional,CRT,Control (device off),228,225,32,45,0.14035087719298245,0.2,0.7017543859649122,-0.3541718137206139,0.2112860924564063,2002,67.0,68.0,6,Moderate-severe HF. CRT improves symptoms and function
MUSTIC,CRT Additional,CRT,No CRT (crossover),48,48,6,9,0.125,0.1875,0.6666666666666666,-0.40546510810816444,0.485912657903775,2001,66.0,88.0,12,Sinus rhythm with HF. CRT improves exercise capacity
CONTAK-CD,CRT Additional,CRT-D,ICD,245,245,38,42,0.15510204081632653,0.17142857142857143,0.9047619047619048,-0.10008345855698253,0.20484640093759413,2003,66.0,73.0,18,Moderate HF. CRT trend toward benefit
MIRACLE ICD,CRT Additional,CRT-D,ICD,187,182,24,31,0.12834224598930483,0.17032967032967034,0.7534931861307573,-0.2830353039149918,0.2511625611141169,2003,67.0,72.0,6,ICD indication + HF. CRT improves function
ECHO-CRT,CRT Additional,CRT,Medical therapy,809,813,116,93,0.1433868974042027,0.11439114391143912,1.2534790063399657,0.22592289044242758,0.13002796462281777,2013,63.0,78.0,19,Narrow QRS. CRT harmful - increased mortality
