study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
LoDoCo,Colchicine,Colchicine 0.5mg daily,Placebo,282,250,15,40,0.05319148936170213,0.16,0.3324468085106383,-1.1012754060875933,0.2900354588251004,2013,66.0,84.0,36,Low-Dose Colchicine for stable CAD. First trial showing colchicine reduces CV events (67% reduction in ACS/stroke/cardiac arrest). Small Australian pilot that started the colchicine revolution.
COLCOT,Colchicine,Colchicine 0.5mg daily,Placebo,2366,2379,107,145,0.0452240067624683,0.06094997898276587,0.7419856006062903,-0.29842544219404266,0.12409410608571793,2019,61.0,81.0,23,"Colchicine Cardiovascular Outcomes Trial. Post-MI within 30 days. Primary endpoint (death/MI/stroke/urgent revasc) reduced 23% (HR 0.77, p=0.02). Landmark trial proving inflammation targeting post-MI."
LoDoCo2,Colchicine,Colchicine 0.5mg daily,Placebo,2762,2760,187,235,0.06770456191165822,0.08514492753623189,0.7951684718135178,-0.22920127254761408,0.09422599116185063,2020,66.0,83.0,29,"Low-Dose Colchicine 2. Large confirmatory trial in chronic CAD. CV death/MI/stroke/coronary revasc reduced 31% (HR 0.69, p<0.001). FDA approved colchicine for ASCVD based on this."
COPS,Colchicine,Colchicine 0.5mg daily x 12 months,Placebo,396,399,70,73,0.17676767676767677,0.18295739348370926,0.9661685346616854,-0.034416993463649175,0.15150190174808914,2020,62.0,76.0,12,Colchicine in Patients with acute coronary Syndrome. Dutch trial in ACS patients. Neutral result (HR 0.96) - no benefit in acute setting unlike COLCOT.
COLCHICINE-PCI,Colchicine,Colchicine loading + 0.5mg daily x 1 month,Placebo,396,399,29,44,0.07323232323232323,0.11027568922305764,0.6640840220385675,-0.4093465982964042,0.22842616566091867,2020,65.0,78.0,12,"Peri-procedural colchicine for PCI patients. Loading dose (1.5mg) then 0.5mg daily x 30d. Periprocedural MI reduced 34%, but non-significant primary endpoint. Showed promise for peri-PCI inflammation."
CANTOS,IL-1 Inhibition,Canakinumab 150mg q3months (IL-1β mAb),Placebo,3344,3344,318,368,0.0950956937799043,0.11004784688995216,0.8641304347826086,-0.14603155538875415,0.0725531478848177,2017,61.0,74.0,45,"Canakinumab Anti-inflammatory Thrombosis Outcome Study. LANDMARK TRIAL proving inflammatory hypothesis. Post-MI with hsCRP>2mg/L. CV death/MI/stroke reduced 15% (HR 0.85, p=0.021) independent of LDL lowering. Changed paradigm of atherosclerosis."
CIRT,IL-1 Inhibition,Methotrexate 15-20mg weekly,Placebo,2391,2395,201,207,0.08406524466750313,0.08643006263048017,0.972638941925942,-0.02774234281960251,0.09471151286914276,2019,66.0,93.0,28,Cardiovascular Inflammation Reduction Trial. Low-dose MTX in stable CAD with diabetes or metabolic syndrome. NEGATIVE trial (HR 1.01) - stopped early for futility. Did not reduce inflammation or CV events.
RESCUE,IL-1 Inhibition,Anakinra 100mg daily (IL-1 receptor antagonist),Placebo,99,83,22,26,0.2222222222222222,0.3132530120481928,0.7094017094017093,-0.3433333270011583,0.24852943697676838,2021,60.0,80.0,3,"Pilot trial of IL-1 blockade in STEMI. Short-term anakinra started in ambulance. Showed reduction in inflammatory markers and HF hospitalization at 1 year (16% vs 31%, HR 0.48). Promising but small."
ILLUMINATE,CETP Inhibitors,Torcetrapib 60mg + atorvastatin,Atorvastatin alone,7533,7534,315,249,0.04181600955794504,0.033050172551101674,1.2652281767452125,0.235252482787217,0.08321770591808156,2007,61.0,75.0,12,"STOPPED EARLY for increased mortality (HR 1.25, p=0.001). Torcetrapib increased HDL 72% but also increased BP and aldosterone (off-target toxicity). Major failure that nearly killed the CETP class."
dal-OUTCOMES,CETP Inhibitors,Dalcetrapib 600mg daily,Placebo,7938,7989,558,566,0.07029478458049887,0.07084741519589435,0.9921997067378189,-0.007830874682840685,0.057513048254559516,2012,61.0,79.0,31,Dalcetrapib in recent ACS. NEGATIVE (HR 1.04) despite 31% HDL increase. No safety concerns but no efficacy. Stopped for futility. Showed that raising HDL doesn't guarantee benefit.
ACCELERATE,CETP Inhibitors,Evacetrapib 130mg daily,Placebo,6186,6180,434,444,0.07015842224377628,0.07184466019417475,0.9765293906903996,-0.023750431125098212,0.06506098730547594,2017,65.0,76.0,26,"Assessment of Clinical Effects of Cholesteryl Ester Transfer Protein Inhibition. STOPPED EARLY for futility (HR 1.01). Raised HDL 130%, lowered LDL 31% - but NO clinical benefit. Another nail in HDL hypothesis coffin."
HPS3-REVEAL,CETP Inhibitors,Anacetrapib 100mg daily,Placebo,15225,15223,1640,1803,0.10771756978653531,0.11843920383630034,0.9094756322021226,-0.09488707390391682,0.032140562356797235,2017,67.0,78.0,49,"Randomized EValuation of the Effects of Anacetrapib through Lipid-modification. POSITIVE but modest: 9% RR reduction (HR 0.91, p=0.004). Raised HDL 104%, lowered LDL 17%. NOT developed due to tissue accumulation concerns and marginal benefit."
DEFINE,CETP Inhibitors,Anacetrapib 100mg daily,Placebo,816,411,2,5,0.0024509803921568627,0.012165450121654502,0.2014705882352941,-1.6021118723420276,0.8344707423149063,2010,63.0,61.0,18,"Determining the Efficacy and Tolerability of CETP INhibition with AnacEtrapib. Phase 2b trial. Raised HDL 138%, lowered LDL 40%. No safety concerns in short-term. Led to HPS3-REVEAL."
MERLIN-TIMI 36,Metabolic Modulators,Ranolazine IV→oral,Placebo,3162,3158,346,343,0.10942441492726122,0.10861304623179227,1.0074702692136763,0.0074425049379544875,0.07192157992920867,2007,64.0,66.0,12,"Metabolic Efficiency with Ranolazine for Less Ischemia in NSTEMI. Primary endpoint neutral (HR 1.02). But reduced recurrent ischemia (13.9% vs 16.1%, p=0.03) and HbA1c in diabetics. FDA approved for chronic angina."
RIVER-PCI,Metabolic Modulators,Ranolazine 1000mg bid,Placebo,1263,1297,137,158,0.10847189231987332,0.1218195836545875,0.8904306603726311,-0.11605004523288899,0.10984356301823832,2016,64.0,79.0,13,"Ranolazine in Patients with Incomplete Revascularization After PCI. Incomplete revascularization common. Primary endpoint neutral (HR 0.89, p=0.25) but ischemia-driven revasc reduced 21% (p=0.04)."
ERICA,Metabolic Modulators,Ivabradine (If channel inhibitor),Placebo,515,505,31,38,0.06019417475728155,0.07524752475247524,0.7999489013796628,-0.2232074266296158,0.2337774762401111,2008,63.0,81.0,3,"Anti-ischemic Effects and Tolerability of Ivabradine in Chronic Angina. Heart rate reduction improved angina symptoms, exercise tolerance, and QOL. CCS class improved in 43% vs 15% (p<0.001)."
BEAUTIFUL,Metabolic Modulators,Ivabradine 5-7.5mg bid,Placebo,5479,5438,703,704,0.1283080854170469,0.12945936005884517,0.9911070575254276,-0.008932720693377262,0.04976468083089364,2008,65.0,85.0,19,"Morbidity-mortality EvAlUaTion of the If inhibitor in CAD with LV dysfunction. Stable CAD + LV dysfunction. Primary endpoint neutral (HR 1.00). But in HR≥70 subgroup, reduced CV death/MI admission 36%."
ORION-10,Other Novel Therapies,Inclisiran 300mg q6months (siRNA),Placebo,781,780,274,339,0.3508322663252241,0.4346153846153846,0.8072246835801615,-0.21415323114842866,0.06353759934641648,2020,64.0,69.0,18,Inclisiran for subjects with ASCVD. siRNA targeting PCSK9 mRNA - dosed every 6 months! LDL reduced 51% sustained. Primary endpoint is TIME-3 trial (outcomes). This measured LDL lowering efficacy - dramatic success.
ORION-11,Other Novel Therapies,Inclisiran 300mg q6months,Placebo,781,779,246,301,0.31498079385403327,0.386392811296534,0.8151828518680795,-0.20434283278545065,0.06944921171624903,2020,62.0,65.0,18,"Inclisiran for subjects with heterozygous FH. LDL reduced 50% with twice-yearly dosing - game changer for adherence. FDA approved 2021. Outcomes trial (ORION-4) ongoing with 15,000 patients."
CLEAR Outcomes,Other Novel Therapies,Bempedoic acid 180mg daily,Placebo,6992,6978,819,927,0.11713386727688788,0.13284608770421324,0.8817261336117838,-0.12587377730143773,0.044871168244466665,2023,66.0,51.0,40,"Cholesterol Lowering via BEmpedoic Acid, an ACL-inhibiting Regimen. Statin intolerant patients. MACE reduced 13% (HR 0.87, p=0.004). Oral non-statin option! LDL↓ 21%, hsCRP↓ 22%. FDA approved."
VITAL,Other Novel Therapies,Vitamin D3 2000IU + omega-3 1g daily,Placebo,12927,12944,386,419,0.02985998298135685,0.032370210135970336,0.92245255300879,-0.08071933744298175,0.06944562678591375,2019,67.0,49.0,62,"Vitamin D and Omega-3 Trial. 2x2 factorial. Vitamin D: neutral for CV (HR 0.97). Omega-3: trend but not significant (HR 0.92, p=0.24). But in subgroup analyses: black participants benefit from vitamin D, fish avoiders benefit from omega-3."
STRENGTH,Other Novel Therapies,Omega-3 carboxylic acid 4g daily,Corn oil placebo,6539,6540,785,795,0.12004893714635265,0.12155963302752294,0.987572388600184,-0.012505479981955081,0.04717958461463811,2020,63.0,66.0,42,"Outcomes Study to Assess STatin Residual Risk Reduction with EpaNova. High-risk statin-treated patients. STOPPED EARLY for futility (HR 0.99). Unlike REDUCE-IT, this used mix of EPA+DHA (not purified EPA). Placebo also differed."
ALL-HEART,Other Novel Therapies,Allopurinol 600mg daily,Usual care,2757,2758,314,325,0.11389191149800508,0.11783901377810008,0.9665042828046092,-0.03406954909203378,0.07440659767736241,2022,72.0,79.0,57,"Allopurinol and Cardiovascular Outcomes in Ischaemic Heart Disease. NEGATIVE trial (HR 0.97, p=0.64). Allopurinol (xanthine oxidase inhibitor) lowers uric acid but doesn't reduce CV events in IHD. Definitive null result."
TRAVERSE,Other Novel Therapies,Testosterone gel 1.62%,Placebo gel,2710,2700,182,190,0.06715867158671587,0.07037037037037037,0.9543600699164887,-0.04671424696501687,0.1000914048699241,2023,63.0,100.0,33,Testosterone Replacement therapy for Assessment of long-term Vascular Events and efficacy ResponSE in hypogonadal men. CV safety trial in men with low testosterone. Non-inferior for CV safety (HR 0.96). Reassuring - testosterone replacement is CV safe.
PROMINENT,Other Novel Therapies,Pemafibrate 0.2mg bid (PPAR-α agonist),Placebo,5035,5030,572,560,0.11360476663356504,0.11133200795228629,1.0204142431550574,0.020208665591725104,0.0560049028660127,2022,64.0,68.0,39,Pemafibrate to Reduce cardiovascular OutcoMes by reducing triglycerides IN diabetic patiENTs. Type 2 diabetes on statins with high TG/low HDL. NEGATIVE (HR 1.03). TG↓ 27% but no clinical benefit. Unlike REDUCE-IT.
